name,date,socket,category,speed,turbo,cpuCount,cores,logicals,l1_cache,l2_cache,l3_cache
AMD Turion 64 X2 Mobile TL-58,2009-02-01,S1,Laptop,1900.0,0.0,1,2,1,128.0,512.0,0.0
AMD Turion 64 X2 Mobile TL-60,2009-02-01,S1,Laptop,2000.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion 64 X2 Mobile TL-62,2009-03-01,S1,Laptop,2100.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion 64 X2 Mobile TL-64,2009-03-01,S1,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion 64 X2 Mobile TL-66,2009-04-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion 64 X2 Mobile TL-68,2009-03-01,S1,Laptop,2400.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion Dual-Core RM-72,2009-02-01,S1,Laptop,2100.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion Dual-Core RM-74,2014-01-01,S1,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion Dual-Core RM-75,2009-08-01,S1,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Dual-Core Mobile M500,2009-10-01,S1,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Dual-Core Mobile M520,2009-10-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Dual-Core Mobile M540,2011-08-01,S1,Laptop,2400.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II N530 Dual-Core,2010-06-01,S1,Laptop,2500.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II N550 Dual-Core,2011-03-01,S1,Laptop,2600.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Neo K625 Dual-Core,2010-06-01,S1,Laptop,1500.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Neo K685 Dual-Core,2011-01-01,BGA812,Laptop,1800.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Neo N40L Dual-Core,2011-12-01,BGA812,Laptop,1500.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Neo N54L Dual-Core,2011-10-01,BGA812,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II P520 Dual-Core,2010-06-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II P540 Dual-Core,2010-09-01,S1,Laptop,2400.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II P560 Dual-Core,2011-01-01,S1,Laptop,2500.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Ultra Dual-Core Mobile M600,2009-10-01,S1,Laptop,2400.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Ultra Dual-Core Mobile M620,2010-02-01,S1,Laptop,2500.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Ultra Dual-Core Mobile M640,2009-11-01,S1,Laptop,2600.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion II Ultra Dual-Core Mobile M660,2010-03-01,S1,Laptop,2700.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion Neo X2 Dual Core L625,2009-06-01,ASB1,Laptop,1600.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Dual Core L510,2010-07-01,ASB1,Laptop,1600.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Dual Core Mobile RM-70,2009-11-01,S1,Laptop,2000.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Dual Core Mobile RM-76,2009-09-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Dual-Core Mobile RM-70,2009-03-01,S1,Laptop,2000.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Dual-Core Mobile RM-74,2009-04-01,S1,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Dual-Core Mobile RM-75,2009-05-01,S1,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Dual-Core Mobile RM-77,2009-07-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,2009-03-01,S1,Laptop,2100.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,2009-02-01,S1,Laptop,2200.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,2009-02-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,2009-08-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,2009-04-01,S1,Laptop,2400.0,0.0,1,2,1,128.0,1024.0,0.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,2009-04-01,S1,Laptop,2400.0,0.0,1,2,1,128.0,1024.0,0.0
AMD TurionX2 Dual Core Mobile RM-70,2009-02-01,S1,Laptop,2000.0,0.0,1,2,1,128.0,1024.0,0.0
AMD TurionX2 Dual Core Mobile RM-72,2009-04-01,S1,Laptop,2100.0,0.0,1,2,1,128.0,1024.0,0.0
AMD TurionX2 Ultra DualCore Mobile ZM-85,2014-02-01,S1,Laptop,2300.0,0.0,1,2,1,128.0,1024.0,0.0
AMD TurionX2 Ultra DualCore Mobile ZM-87,2022-01-01,S1,Mobile/Embedded,2400.0,0.0,1,2,1,128.0,1024.0,0.0
AMD V105,2010-10-01,BGA812,Laptop,1200.0,0.0,1,1,1,128.0,512.0,0.0
AMD V120,2010-06-01,S1,Laptop,2200.0,0.0,1,1,1,128.0,512.0,0.0
AMD V140,2010-10-01,S1,Laptop,2300.0,0.0,1,1,1,128.0,512.0,0.0
AMD V160,2011-01-01,S1,Laptop,2400.0,0.0,1,1,1,128.0,512.0,0.0
AMD Z-01,2011-12-01,Unknown,Unknown,1000.0,0.0,1,2,1,64.0,512.0,0.0
AMD Z-60 APU,2013-03-01,FT1,Laptop,1000.0,0.0,1,2,1,128.0,512.0,0.0
Amlogic,2021-02-01,Unknown,Unknown,1908.0,0.0,1,4,1,0.0,0.0,0.0
Apple A11 Bionic,2021-02-01,Unknown,Mobile/Embedded,2390.0,0.0,1,6,1,32.0,8192.0,0.0
Apple A12 Bionic,2021-02-01,Unknown,Mobile/Embedded,2490.0,0.0,1,6,1,32.0,4096.0,0.0
Apple A12X Bionic,2021-02-01,Unknown,Mobile/Embedded,2490.0,0.0,1,8,1,32.0,4096.0,0.0
Apple A13 Bionic,2021-02-01,Unknown,Mobile/Embedded,2650.0,0.0,1,6,1,32.0,4096.0,0.0
Apple A14 Bionic,2021-02-01,Unknown,Mobile/Embedded,2990.0,0.0,1,6,1,32.0,4096.0,0.0
Apple A8,2021-02-01,Unknown,Mobile/Embedded,1100.0,1500.0,1,2,1,32.0,1024.0,0.0
Apple A8X,2021-02-01,Unknown,Mobile/Embedded,1500.0,0.0,1,3,1,32.0,1024.0,0.0
Apple A9,2021-02-01,Unknown,Mobile/Embedded,1850.0,0.0,1,2,1,32.0,2048.0,0.0
Apple A9X,2021-02-01,Unknown,Mobile/Embedded,2160.0,2260.0,1,2,1,32.0,2048.0,0.0
Apple M1 8 Core 3200 MHz,2021-02-01,Unknown,"Desktop, Laptop, Mobile/Embedded",3228.0,0.0,1,4,1,192.0,12288.0,0.0
Apple M1 Max 10 Core 3200 MHz,2021-10-01,Unknown,"Desktop, Laptop",3228.0,0.0,1,8,1,256.0,24576.0,0.0
Apple M1 Pro 10 Core 3200 MHz,2021-10-01,Unknown,"Desktop, Laptop",3228.0,0.0,1,8,1,256.0,16384.0,0.0
Apple M1 Pro 8 Core 3200 MHz,2021-10-01,Unknown,"Desktop, Laptop",3228.0,0.0,1,6,1,256.0,12288.0,0.0
Apple M1 Ultra 20 Core,2022-03-01,Unknown,Desktop,3228.0,0.0,1,16,1,512.0,49152.0,0.0
Apple M2 8 Core 3500 MHz,2022-07-01,Unknown,"Desktop, Laptop",3500.0,0.0,1,4,1,256.0,16384.0,0.0
ARM - 8 Core 1766 MHz,2022-10-01,Unknown,Unknown,1766.0,0.0,1,8,1,32.0,1024.0,0.0
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,2021-11-01,Unknown,Unknown,2065.0,0.0,1,4,1,32.0,1024.0,0.0
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,2021-01-01,Unknown,Unknown,1200.0,0.0,1,4,1,32.0,512.0,0.0
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,2022-04-01,Unknown,Unknown,1400.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A15 8 Core 1400 MHz,2022-10-01,Unknown,Unknown,1400.0,0.0,1,8,1,32.0,1024.0,0.0
ARM Cortex-A17 4 Core 1800 MHz,2021-10-01,Unknown,Unknown,1800.0,0.0,1,4,1,32.0,1024.0,0.0
ARM Cortex-A35 4 Core 1200 MHz,2022-10-01,Unknown,Unknown,1200.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A35 4 Core 1296 MHz,2022-01-01,Unknown,Unknown,1296.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1000 MHz,2022-11-01,Unknown,Unknown,1000.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1152 MHz,2021-02-01,Unknown,Unknown,1152.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1200 MHz,2021-02-01,Unknown,Unknown,1200.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1296 MHz,2021-02-01,Unknown,Unknown,1296.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1392 MHz,2021-11-01,Unknown,Unknown,1392.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1400 MHz,2021-02-01,Unknown,Unknown,1400.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1500 MHz,2022-08-01,Unknown,Unknown,1500.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1512 MHz,2021-03-01,Unknown,Unknown,1512.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1536 MHz,2021-05-01,Unknown,Unknown,1536.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1600 MHz,2022-01-01,Unknown,Unknown,1600.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1704 MHz,2022-09-01,Unknown,Unknown,1704.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1800 MHz,2021-02-01,Unknown,Unknown,1800.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 4 Core 1908 MHz,2022-08-01,Unknown,Unknown,1908.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A53 6 Core 1896 MHz,2021-02-01,Unknown,Unknown,1896.0,0.0,1,6,1,32.0,512.0,0.0
ARM Cortex-A55 4 Core 1800 MHz,2022-05-01,Unknown,Unknown,1800.0,0.0,1,4,1,64.0,512.0,0.0
ARM Cortex-A55 4 Core 1992 MHz,2022-02-01,Unknown,Unknown,1992.0,0.0,1,4,1,64.0,512.0,0.0
ARM Cortex-A55 4 Core 2100 MHz,2021-10-01,Unknown,Unknown,2100.0,0.0,1,4,1,64.0,512.0,0.0
ARM Cortex-A55 4 Core 2124 MHz,2022-03-01,Unknown,Unknown,2124.0,0.0,1,4,1,64.0,512.0,0.0
ARM Cortex-A57 4 Core 1479 MHz,2021-01-01,Unknown,Unknown,1479.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A57 4 Core 1734 MHz,2021-11-01,Unknown,Unknown,1734.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A57 4 Core 2014 MHz,2021-03-01,Unknown,Unknown,2014.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A57 4 Core 2091 MHz,2022-04-01,Unknown,Unknown,2091.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A57 8 Core 1500 MHz,2021-02-01,Unknown,Unknown,1500.0,0.0,1,8,1,48.0,1024.0,0.0
ARM Cortex-A57 8 Core 1766 MHz,2022-11-01,Unknown,Unknown,1766.0,0.0,1,8,1,48.0,1024.0,0.0
ARM Cortex-A7 2 Core 1080 MHz,2021-05-01,Unknown,Unknown,1080.0,0.0,1,2,1,32.0,512.0,0.0
ARM Cortex-A7 2 Core 960 MHz,2021-03-01,Unknown,Unknown,960.0,0.0,1,2,1,32.0,512.0,0.0
ARM Cortex-A7 4 Core 1008 MHz,2022-10-01,Unknown,Unknown,1008.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A7 4 Core 1200 MHz,2021-03-01,Unknown,Unknown,1200.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A7 4 Core 1300 MHz,2022-03-01,Unknown,Unknown,1300.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A7 4 Core 1368 MHz,2021-04-01,Unknown,Unknown,1368.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A7 4 Core 900 MHz,2021-03-01,Unknown,Unknown,900.0,0.0,1,4,1,32.0,512.0,0.0
ARM Cortex-A72 4 Core 1200 MHz,2022-08-01,Unknown,Unknown,1200.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 1500 MHz,2021-01-01,Unknown,Unknown,1500.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 1600 MHz,2022-07-01,Unknown,Unknown,1600.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 1750 MHz,2021-08-01,Unknown,Unknown,1750.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 1800 MHz,2021-02-01,Unknown,Unknown,1800.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 1850 MHz,2021-08-01,Unknown,Unknown,1850.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 1900 MHz,2022-08-01,Unknown,Unknown,1900.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 2000 MHz,2021-02-01,Unknown,Unknown,2000.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 2100 MHz,2021-08-01,Unknown,Unknown,2100.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 2200 MHz,2021-02-01,Unknown,Unknown,2200.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 2300 MHz,2021-09-01,Unknown,Unknown,2300.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 2394 MHz,2022-08-01,Unknown,Unknown,2394.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 2400 MHz,2022-07-01,Unknown,Unknown,2400.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 4 Core 800 MHz,2022-07-01,Unknown,Unknown,800.0,0.0,1,4,1,48.0,1024.0,0.0
ARM Cortex-A72 6 Core 1416 MHz,2021-08-01,Unknown,Unknown,1416.0,0.0,1,6,1,48.0,1024.0,0.0
ARM Cortex-A72 6 Core 1512 MHz,2022-01-01,Unknown,Unknown,1512.0,0.0,1,6,1,48.0,1024.0,0.0
ARM Cortex-A73 6 Core 1992 MHz,2021-10-01,Unknown,Unknown,1992.0,0.0,1,6,1,64.0,512.0,0.0
ARM Cortex-A73 6 Core 2016 MHz,2022-07-01,Unknown,Unknown,2016.0,0.0,1,6,1,64.0,512.0,0.0
ARM D2000/8 8 Core 2300 MHz,2022-04-01,Unknown,Unknown,2300.0,0.0,1,8,1,32.0,512.0,0.0
ARM Falkor V1/Kryo 8 Core 1900 MHz,2022-09-01,Unknown,Unknown,1900.0,0.0,1,8,1,32.0,512.0,0.0
ARM FT-2000/4 4 Core 2200 MHz,2022-02-01,Unknown,Unknown,2200.0,0.0,1,4,1,64.0,1024.0,0.0
ARM Neoverse-N1 128 Core 3000 MHz,2022-09-01,Unknown,Unknown,3000.0,0.0,1,128,1,64.0,1024.0,0.0
ARM Neoverse-N1 64 Core 0 MHz,2021-03-01,Unknown,Unknown,2500.0,0.0,1,64,1,64.0,1024.0,0.0
ARM Neoverse-N1 80 Core 2600 MHz,2022-04-01,Unknown,Unknown,2600.0,0.0,1,80,1,64.0,1024.0,0.0
ARM Neoverse-N1 80 Core 3000 MHz,2021-08-01,Unknown,Unknown,3000.0,0.0,1,80,1,64.0,1024.0,0.0
ARM phytium FT1500a 4 Core 2000 MHz,2021-02-01,Unknown,Unknown,2000.0,0.0,1,4,1,64.0,1024.0,0.0
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",2022-05-01,Unknown,Unknown,2300.0,0.0,1,8,1,32.0,512.0,0.0
"ARM Phytium,FT-2000/4 8 Core 2300 MHz",2022-10-01,Unknown,Unknown,2300.0,0.0,1,8,1,64.0,1024.0,0.0
ARM X-Gene 32 Core 3000 MHz,2022-12-01,Unknown,Unknown,3000.0,0.0,1,32,1,64.0,2048.0,0.0
ARM X-Gene 32 Core 3300 MHz,2021-12-01,Unknown,Unknown,3300.0,0.0,1,32,1,64.0,2048.0,0.0
ASUS Tinker Board 2/2S,2022-01-01,Unknown,Mobile/Embedded,2016.0,0.0,1,6,1,32.0,512.0,0.0
Athlon 64 Dual Core 3800+,2014-05-01,Unknown,Unknown,2000.0,0.0,1,2,1,128.0,1024.0,0.0
Athlon 64 Dual Core 5000+,2009-03-01,Unknown,Desktop,2600.0,0.0,1,2,1,128.0,1024.0,0.0
Athlon 64 Dual Core 5600+,2010-02-01,AM2,Desktop,2900.0,0.0,1,2,1,128.0,1024.0,0.0
Athlon Dual Core 4050e,2009-10-01,AM2,Desktop,2100.0,0.0,1,2,1,64.0,512.0,0.0
Athlon Dual Core 4450e,2009-12-01,AM2,Desktop,2300.0,0.0,1,2,1,64.0,512.0,0.0
Athlon Dual Core 4850e,2009-04-01,AM2,Desktop,2500.0,0.0,1,2,1,64.0,512.0,0.0
BCM2711,2021-04-01,Unknown,Mobile/Embedded,1500.0,0.0,1,4,1,32.0,1024.0,0.0
BCM2835,2022-01-01,Unknown,Mobile/Embedded,1500.0,0.0,1,4,1,16.0,512.0,0.0
Celeron Dual-Core T3000 @ 1.80GHz,2009-09-01,PGA478,Laptop,1800.0,0.0,1,2,1,64.0,1024.0,0.0
Celeron Dual-Core T3100 @ 1.90GHz,2009-10-01,BGA479,Laptop,1900.0,0.0,1,2,1,64.0,1024.0,0.0
Celeron Dual-Core T3300 @ 2.00GHz,2010-07-01,Î¼FCPGA-478,Laptop,2000.0,0.0,1,2,1,64.0,1024.0,0.0
Celeron Dual-Core T3500 @ 2.10GHz,2010-11-01,PGA478,Laptop,2100.0,0.0,1,2,1,64.0,1024.0,0.0
CentaurHauls @2500MHz,2022-06-01,Unknown,Unknown,2500.0,0.0,1,8,1,64.0,512.0,0.0
DG1301SML87HY,2022-01-01,Unknown,Unknown,2047.0,0.0,1,8,1,32.0,512.0,0.0
DO-Regular,2021-05-01,Unknown,Unknown,1799.0,0.0,1,1,1,32.0,512.0,0.0
Dual-Core AMD Opteron 1220 SE,2016-08-01,AM2,Server,2800.0,0.0,1,2,1,128.0,1024.0,0.0
Generic DT based system,2021-04-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,0.0,0.0,0.0
Hardkernel ODROID-N2Plus,2022-04-01,Unknown,Mobile/Embedded,1800.0,0.0,1,6,1,32.0,512.0,0.0
"Haydn based on Qualcomm Technologies, Inc SM8350",2021-04-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,64.0,1024.0,0.0
hi6210sft,2021-07-01,Unknown,Mobile/Embedded,1200.0,0.0,1,8,1,32.0,512.0,0.0
HiSilicon Kirin 659,2021-05-01,Unknown,Mobile/Embedded,2362.0,0.0,1,8,1,32.0,512.0,0.0
Hisilicon Kirin 930,2021-02-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,32.0,512.0,0.0
Hisilicon Kirin 935,2022-04-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,32.0,512.0,0.0
HiSilicon Kirin 950,2021-05-01,Unknown,Mobile/Embedded,2304.0,0.0,1,8,1,32.0,1024.0,0.0
Hisilicon Kirin 955,2022-06-01,Unknown,Mobile/Embedded,2516.0,0.0,1,8,1,32.0,1024.0,0.0
HiSilicon Kirin 960,2021-02-01,Unknown,Mobile/Embedded,2362.0,0.0,1,8,1,64.0,1024.0,0.0
HiSilicon Kirin 970,2021-04-01,Unknown,Mobile/Embedded,2362.0,0.0,1,8,1,64.0,1024.0,0.0
Hisilicon Kirin 990,2021-01-01,Unknown,Mobile/Embedded,2860.0,0.0,1,4,1,64.0,512.0,0.0
Hisilicon Kirin710,2021-01-01,Unknown,Mobile/Embedded,2189000.0,0.0,1,8,1,32.0,512.0,0.0
Hisilicon Kirin810,2021-02-01,Unknown,Mobile/Embedded,2276.0,0.0,1,8,1,64.0,512.0,0.0
Hisilicon Kirin820,2021-07-01,Unknown,Mobile/Embedded,2362.0,0.0,1,8,1,64.0,512.0,0.0
Hisilicon Kirin9000,2021-02-01,Unknown,Mobile/Embedded,3130.0,0.0,1,8,1,64.0,512.0,0.0
Hisilicon Kirin970,2021-01-01,Unknown,Mobile/Embedded,2362000.0,0.0,1,8,1,64.0,1024.0,0.0
Hisilicon Kirin980,2021-01-01,Unknown,Mobile/Embedded,2600000.0,0.0,1,8,1,64.0,512.0,0.0
Hisilicon Kirin985,2021-02-01,Unknown,Mobile/Embedded,2583.0,0.0,1,8,1,64.0,512.0,0.0
HP Hexa-Core 2.0GHz,2014-11-01,Unknown,Unknown,2000.0,0.0,1,4,1,32.0,256.0,0.0
Hygon C86 7255 16-core,2021-12-01,Unknown,Unknown,2497.0,0.0,1,16,1,32.0,512.0,0.0
Intel 2.80GHz,2019-06-01,Unknown,Unknown,2800.0,0.0,1,2,1,8.0,1024.0,0.0
Intel Atom 230 @ 1.60GHz,2009-03-01,BGA437,Desktop,1600.0,0.0,1,1,2,56.0,512.0,0.0
Intel Atom 330 @ 1.60GHz,2009-02-01,BGA437,Desktop,1600.0,0.0,1,2,2,56.0,512.0,0.0
Intel Atom C2338 @ 1.74GHz,2014-10-01,FCBGA1283,Laptop,1740.0,2000.0,1,2,1,32.0,2048.0,0.0
Intel Atom C2350 @ 1.74GHz,2021-12-01,FCBGA1283,Server,1700.0,2000.0,1,2,1,32.0,2048.0,0.0
Intel Atom C2358 @ 1.74GHz,2016-06-01,FCBGA1283,Laptop,1740.0,2000.0,1,2,1,32.0,2048.0,0.0
Intel Atom C2538 @ 2.40GHz,2018-05-01,FCBGA1283,Laptop,2400.0,0.0,1,4,1,32.0,2048.0,0.0
Intel Atom C2550 @ 2.40GHz,2014-08-01,FCBGA1283,Server,2400.0,2600.0,1,4,1,32.0,2048.0,0.0
Intel Atom C2558 @ 2.40GHz,2015-07-01,BGA 1283,"Laptop, Mobile/Embedded",2400.0,0.0,1,4,1,32.0,2048.0,0.0
Intel Atom C2750 @ 2.40GHz,2014-03-01,FCBGA1283,Server,2400.0,2600.0,1,8,1,32.0,2048.0,0.0
Intel Atom C2750 @ 2.41GHz,2015-06-01,BGA 1283,Server,2410.0,2600.0,1,8,1,32.0,2048.0,0.0
Intel Atom C2758 @ 2.40GHz,2015-07-01,BGA 1283,"Laptop, Mobile/Embedded",2400.0,0.0,1,8,1,32.0,2048.0,0.0
Intel Atom C3338 @ 1.50GHz,2021-04-01,FCBGA1310,"Server, Mobile/Embedded",1500.0,2200.0,1,2,1,32.0,2048.0,0.0
Intel Atom C3538 @ 2.10GHz,2018-05-01,FCBGA1310,Server,2100.0,0.0,1,4,1,32.0,2048.0,0.0
Intel Atom C3558 @ 2.20GHz,2017-11-01,FCBGA1310,Server,2200.0,0.0,1,4,1,32.0,2048.0,0.0
Intel Atom C3758 @ 2.20GHz,2020-04-01,FCBGA1310,Server,2200.0,0.0,1,8,1,32.0,2048.0,0.0
Intel Atom C3858 @ 2.00GHz,2018-07-01,FCBGA1310,Server,2000.0,0.0,1,12,1,32.0,2048.0,0.0
Intel Atom C3958 @ 2.00GHz,2019-08-01,FCBGA1310,Server,2000.0,0.0,1,16,1,32.0,2048.0,0.0
Intel Atom C5125,2022-11-01,FCBGA2106,Server,2800.0,0.0,1,8,1,32.0,1024.0,0.0
Intel Atom D2500 @ 1.86GHz,2012-04-01,BGA559,Desktop,1860.0,0.0,1,2,1,32.0,512.0,0.0
Intel Atom D2550 @ 1.86GHz,2012-07-01,BGA559,Desktop,1867.0,0.0,1,2,2,32.0,512.0,0.0
Intel Atom D2560 @ 2.00GHz,2013-12-01,Unknown,Desktop,2000.0,0.0,1,2,2,32.0,512.0,0.0
Intel Atom D2700 @ 2.13GHz,2011-12-01,BGA559,Desktop,2130.0,0.0,1,2,2,32.0,512.0,0.0
Intel Atom D2701 @ 2.13GHz,2013-05-01,BGA559,Laptop,2130.0,0.0,1,2,2,32.0,512.0,0.0
Intel Atom D410 @ 1.66GHz,2010-02-01,BGA559,Desktop,1660.0,0.0,1,1,2,32.0,512.0,0.0
Intel Atom D425 @ 1.80GHz,2011-01-01,BGA559,Desktop,1800.0,0.0,1,1,2,32.0,512.0,0.0
Intel Atom D510 @ 1.66GHz,2010-01-01,BGA559,Desktop,1660.0,0.0,1,2,2,32.0,512.0,0.0
Intel Atom D525 @ 1.80GHz,2010-06-01,BGA559,Desktop,1800.0,0.0,1,2,2,32.0,512.0,0.0
Intel Atom E3805 @ 1.33GHz,2022-07-01,FCBGA1170,Mobile/Embedded,1333.0,0.0,1,2,1,32.0,512.0,0.0
Intel Atom E3815 @ 1.46GHz,2014-05-01,FCBGA1170,Desktop,1460.0,0.0,1,1,1,32.0,512.0,0.0
Intel Atom E3825 @ 1.33GHz,2014-06-01,FCBGA1170,Desktop,1330.0,0.0,1,2,1,32.0,512.0,0.0
Intel Atom E3826 @ 1.46GHz,2016-06-01,FCBGA1170,Laptop,1460.0,0.0,1,2,1,32.0,512.0,0.0
Intel Atom E3827 @ 1.74GHz,2016-03-01,FCBGA1170,Laptop,1740.0,0.0,1,2,1,32.0,512.0,0.0
Intel Atom E3840 @ 1.91GHz,2014-01-01,Unknown,Unknown,1910.0,0.0,1,4,1,32.0,512.0,0.0
Intel Atom E3845 @ 1.91GHz,2014-05-01,FCBGA1170,Desktop,1910.0,0.0,1,4,1,32.0,512.0,0.0
Intel Atom E3900 @ 1.60GHz,2017-01-01,Unknown,Laptop,1600.0,0.0,1,4,1,32.0,1024.0,0.0
Intel Atom E3940 @ 1.60GHz,2018-05-01,Unknown,Laptop,1600.0,1800.0,1,4,1,32.0,1024.0,0.0
Intel Atom E3950 @ 1.60GHz,2016-11-01,BGA1296,Laptop,1600.0,2000.0,1,4,1,32.0,1024.0,0.0
Intel Atom N2100 @ 1.60GHz,2012-09-01,BGA559,Laptop,1600.0,0.0,1,1,2,32.0,512.0,0.0
Intel Atom N2600 @ 1.60GHz,2012-02-01,BGA559,Laptop,1600.0,0.0,1,2,2,32.0,512.0,0.0
Intel Atom N270 @ 1.60GHz,2009-02-01,BGA437,Laptop,1600.0,0.0,1,1,2,56.0,512.0,0.0
Intel Atom N280 @ 1.66GHz,2009-02-01,BGA437,Laptop,1660.0,0.0,1,1,2,56.0,512.0,0.0
