name,date,socket,category,speed,turbo,cpuCount,cores,logicals,l1_cache,l2_cache,l3_cache
Intel Core2 Duo T5470 @ 1.60GHz,2009-02-01,PGA478,Laptop,1600.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T5500 @ 1.66GHz,2009-02-01,PGA478,Laptop,1660.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T5670 @ 1.80GHz,2009-03-01,Socket P,Laptop,1800.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T5850 @ 2.16GHz,2009-03-01,Socket P,Laptop,2160.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T5900 @ 2.20GHz,2009-03-01,Socket P,Laptop,2200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T6400 @ 2.00GHz,2009-02-01,PGA478,Laptop,2000.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T6500 @ 2.10GHz,2009-06-01,PGA478,Laptop,2100.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T6570 @ 2.10GHz,2009-03-01,PGA478,Laptop,2100.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T6600 @ 2.20GHz,2009-02-01,PGA478,Laptop,2200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T6670 @ 2.20GHz,2009-07-01,PGA478,Laptop,2200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T7100 @ 1.80GHz,2009-02-01,BGA479,Laptop,1800.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T7250 @ 2.00GHz,2009-02-01,BGA479,Laptop,2000.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T7400 @ 2.16GHz,2010-07-01,BGA479,Laptop,2160.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T7800 @ 2.60GHz,2009-03-01,BGA479,Laptop,2600.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T9400 @ 2.53GHz,2009-01-01,BGA479,Laptop,2530.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T9500 @ 2.60GHz,2009-01-01,BGA479,Laptop,2600.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T9550 @ 2.66GHz,2009-02-01,BGA479,Laptop,2660.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T9600 @ 2.80GHz,2009-02-01,BGA479,Laptop,2800.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T9800 @ 2.93GHz,2009-02-01,BGA479,Laptop,2930.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo T9900 @ 3.06GHz,2009-07-01,"BGA479,PGA478",Laptop,3060.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo U7300 @ 1.30GHz,2009-10-01,BGA956,Laptop,1300.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo U7500 @ 1.06GHz,2009-03-01,BGA479,Laptop,1060.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo U7600 @ 1.20GHz,2009-02-01,BGA479,Laptop,1200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo U9300 @ 1.20GHz,2009-05-01,BGA956,Laptop,1200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Duo U9600 @ 1.60GHz,2009-08-01,BGA956,Laptop,1600.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Extreme Q9200 @ 2.40GHz,2019-11-01,Unknown,Desktop,2400.0,0.0,1,4,1,64.0,1024.0,12288.0
Intel Core2 Extreme X7800 @ 2.60GHz,2009-05-01,PGA478,Laptop,2600.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Extreme X7900 @ 2.80GHz,2009-03-01,PGA478,Laptop,2800.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Extreme X9000 @ 2.80GHz,2009-02-01,PGA478,Laptop,2800.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Core2 Extreme X9750 @ 3.16GHz,2009-03-01,Unknown,Unknown,3160.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Extreme X9775 @ 3.20GHz,2009-02-01,LGA771,Desktop,3200.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Quad Q8300 @ 2.50GHz,2009-02-01,LGA775,Desktop,2500.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Quad Q8400 @ 2.66GHz,2009-05-01,LGA775,Desktop,2660.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Quad Q9000 @ 2.00GHz,2009-02-01,PGA478,Laptop,2000.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Quad Q9100 @ 2.26GHz,2009-04-01,PGA478,Laptop,2260.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Quad Q9500 @ 2.83GHz,2010-05-01,LGA775,Desktop,2830.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Quad Q9505 @ 2.83GHz,2009-11-01,LGA775,Desktop,2830.0,0.0,1,4,1,64.0,1024.0,0.0
Intel Core2 Solo U2100 @ 1.06GHz,2009-05-01,Unknown,Laptop,1060.0,0.0,1,1,1,64.0,1024.0,0.0
Intel Core2 Solo U3500 @ 1.40GHz,2009-07-01,BGA956,Laptop,1400.0,0.0,1,1,1,64.0,1024.0,0.0
Intel Pentium 1403 @ 2.60GHz,2013-05-01,LGA1356,Server,2600.0,0.0,1,2,1,32.0,512.0,0.0
Intel Pentium 1403 v2 @ 2.60GHz,2018-09-01,Unknown,Server,2600.0,0.0,1,2,1,32.0,512.0,0.0
Intel Pentium 2020M @ 2.40GHz,2013-02-01,FCPGA988,Laptop,2400.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 2030M @ 2.50GHz,2013-10-01,FCPGA988,Laptop,2500.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 2117U @ 1.80GHz,2013-03-01,FCBGA1023,Laptop,1800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 2127U @ 1.90GHz,2013-08-01,FCBGA1023,Laptop,1900.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 2129Y @ 1.10GHz,2014-01-01,FCBGA1023,Laptop,1100.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 3550M @ 2.30GHz,2014-02-01,FCPGA946,Laptop,2300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 3556U @ 1.70GHz,2013-12-01,BGA1168,Laptop,1700.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 3558U @ 1.70GHz,2014-07-01,FCBGA1168,Laptop,1700.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 3560M @ 2.40GHz,2015-01-01,FCPGA946,Laptop,2400.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 3560Y @ 1.20GHz,2013-11-01,BGA1168,Laptop,1200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 3805U @ 1.90GHz,2015-02-01,FCBGA1168,Laptop,1900.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 3825U @ 1.90GHz,2015-08-01,FCBGA1168,Laptop,1900.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 4 1.50GHz,2009-03-01,PGA423,Desktop,1500.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1.60GHz,2009-02-01,PGA478,Desktop,1600.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1.70GHz,2009-03-01,PGA423,Desktop,1700.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1.90GHz,2009-02-01,PGA423,Desktop,1900.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1300MHz,2009-03-01,PGA423,Desktop,1300.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1400MHz,2009-03-01,PGA423,Desktop,1400.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1500MHz,2009-03-01,PGA423,Desktop,1500.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1700MHz,2009-03-01,PGA423,Desktop,1700.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 1800MHz,2009-02-01,PGA478,Desktop,1800.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 2.00GHz,2009-01-01,PGA478,Desktop,2000.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 2.20GHz,2009-01-01,PGA478,Desktop,2200.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 2.26GHz,2009-02-01,PGA478,Desktop,2260.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 2.50GHz,2009-03-01,PGA478,Desktop,2500.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 2.53GHz,2009-02-01,PGA478,Desktop,2530.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 2.66GHz,2009-01-01,PGA478,Desktop,2660.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 2.93GHz,2009-02-01,Unknown,Desktop,2930.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 3.06GHz,2009-02-01,PGA478,Desktop,3060.0,0.0,1,1,2,64.0,512.0,0.0
Intel Pentium 4 3.46GHz,2009-03-01,Unknown,Desktop,3460.0,0.0,1,1,2,64.0,512.0,0.0
Intel Pentium 4 3.73GHz,2009-03-01,Unknown,Desktop,3730.0,0.0,1,1,2,64.0,512.0,0.0
Intel Pentium 4 3.83GHz,2018-05-01,Unknown,Desktop,3830.0,0.0,1,1,2,64.0,512.0,0.0
Intel Pentium 4 Mobile 1.60GHz,2009-02-01,Unknown,Laptop,1600.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 Mobile 1.80GHz,2009-05-01,Unknown,Laptop,1800.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 Mobile 1.90GHz,2009-07-01,Unknown,Laptop,1900.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4 Mobile 2.00GHz,2009-06-01,Unknown,Laptop,2000.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium 4405U @ 2.10GHz,2015-12-01,FCBGA1356,Laptop,2100.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 4405Y @ 1.50GHz,2016-05-01,FCBGA1515,Laptop,1500.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 4410Y @ 1.50GHz,2017-11-01,FCBGA1515,Laptop,1500.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 4415U @ 2.30GHz,2017-03-01,BGA1356,Laptop,2300.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 4415Y @ 1.60GHz,2018-08-01,FCBGA1515,Laptop,1600.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 4417U @ 2.30GHz,2019-03-01,FCBGA1356,Laptop,2300.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 4425Y @ 1.70GHz,2020-07-01,FCBGA1515,Laptop,1700.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 5405U @ 2.30GHz,2019-04-01,FCBGA1528,Laptop,2300.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 6405U @ 2.40GHz,2020-05-01,FCBGA1528,Laptop,2400.0,0.0,1,2,2,64.0,512.0,0.0
Intel Pentium 6805 @ 1.10GHz,2021-07-01,FCBGA1526,Laptop,1100.0,3000.0,1,2,2,64.0,512.0,0.0
Intel Pentium 957 @ 1.20GHz,2011-08-01,FCBGA1023,Laptop,1200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 967 @ 1.30GHz,2012-03-01,FCBGA1023,Laptop,1300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 987 @ 1.50GHz,2012-07-01,FCBGA1023,Laptop,1500.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium 997 @ 1.60GHz,2012-11-01,BGA-1023,Unknown,1600.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium A1018 @ 2.10GHz,2014-08-01,FCPGA988,Laptop,2100.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium A1020 @ 2.41GHz,2020-02-01,FCBGA1170,Laptop,2410.0,2700.0,1,4,1,64.0,512.0,0.0
Intel Pentium B940 @ 2.00GHz,2011-06-01,PGA988,Laptop,2000.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium B950 @ 2.10GHz,2011-06-01,PGA988,Laptop,2100.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium B960 @ 2.20GHz,2012-01-01,PGA988,Laptop,2200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium B970 @ 2.30GHz,2012-07-01,PGA988,Laptop,2300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium B980 @ 2.40GHz,2012-12-01,FCPGA988,Laptop,2400.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium D 3.40GHz,2022-08-01,Unknown,Unknown,3400.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium D 960 @ 3.60GHz,2009-04-01,PLGA775,Desktop,3600.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium D1508 @ 2.20GHz,2017-12-01,FCBGA1667,Server,2200.0,2600.0,1,2,2,64.0,1024.0,0.0
Intel Pentium Dual T2390 @ 1.86GHz,2022-08-01,PPGA478,Laptop,1867.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E2200 @ 2.20GHz,2009-01-01,LGA775,Desktop,2200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E2210 @ 2.20GHz,2009-09-01,LGA775,Desktop,2200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E2220 @ 2.40GHz,2009-01-01,LGA775,Desktop,2400.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E5200 @ 2.50GHz,2009-05-01,LGA775,Desktop,2500.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E5300 @ 2.60GHz,2009-04-01,LGA775,Desktop,2600.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E5400 @ 2.70GHz,2009-04-01,LGA775,Desktop,2700.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E5500 @ 2.80GHz,2010-06-01,LGA775,Desktop,2800.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E5700 @ 3.00GHz,2010-09-01,LGA775,Desktop,3000.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E5800 @ 3.20GHz,2012-01-01,LGA775,Desktop,3200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E6300 @ 2.80GHz,2009-06-01,LGA775,Desktop,2800.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E6500 @ 2.93GHz,2009-11-01,LGA775,Desktop,2930.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E6600 @ 3.06GHz,2010-11-01,LGA775,Desktop,3060.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E6700 @ 3.20GHz,2010-07-01,LGA775,Desktop,3200.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium E6800 @ 3.33GHz,2010-10-01,LGA775,Desktop,3330.0,0.0,1,2,1,64.0,1024.0,0.0
Intel Pentium Extreme Edition 955 @ 3.46GHz,2009-04-01,PLGA775,Desktop,3460.0,0.0,1,2,2,64.0,1024.0,0.0
Intel Pentium Extreme Edition 965 @ 3.73GHz,2009-03-01,PLGA775,Desktop,3730.0,0.0,1,2,2,64.0,1024.0,0.0
Intel Pentium G2010 @ 2.80GHz,2013-02-01,FCLGA1155,Desktop,2800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2020 @ 2.90GHz,2013-01-01,FCLGA1155,Desktop,2900.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2020T @ 2.50GHz,2013-01-01,FCLGA1155,Desktop,2500.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2030 @ 3.00GHz,2013-07-01,FCLGA1155,Desktop,3000.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2030T @ 2.60GHz,2014-01-01,LGA1155,Desktop,2600.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2100T @ 2.60GHz,2016-05-01,LGA1155,Desktop,2600.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2120 @ 3.10GHz,2012-10-01,FCLGA1155,Desktop,3100.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2120T @ 2.70GHz,2020-03-01,FCLGA1155,Desktop,2700.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2130 @ 3.20GHz,2013-02-01,FCLGA1155,Desktop,3200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G2140 @ 3.30GHz,2014-01-01,LGA1155,Desktop,3300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3220 @ 3.00GHz,2013-09-01,FCLGA1150,Desktop,3000.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3220T @ 2.60GHz,2014-03-01,LGA1150,Desktop,2600.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3240 @ 3.10GHz,2014-05-01,FCLGA1150,Desktop,3100.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3240T @ 2.70GHz,2014-08-01,LGA1150,Desktop,2700.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3250 @ 3.20GHz,2014-09-01,LGA1150,Desktop,3200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3250T @ 2.80GHz,2015-01-01,LGA1150,Desktop,2800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3258 @ 3.20GHz,2014-06-01,FCLGA1150,Desktop,3200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3260 @ 3.30GHz,2015-05-01,LGA1150,Desktop,3300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3260T @ 2.90GHz,2015-08-01,LGA1150,Desktop,2900.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3320TE @ 2.30GHz,2014-01-01,FCLGA1150,Desktop,2300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3420 @ 3.20GHz,2013-09-01,FCLGA1150,Desktop,3200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3420T @ 2.70GHz,2014-09-01,LGA1150,Desktop,2700.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3430 @ 3.30GHz,2013-10-01,FCLGA1150,Desktop,3300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3440 @ 3.30GHz,2014-07-01,LGA1150,Desktop,3300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3440T @ 2.80GHz,2014-11-01,LGA1150,Desktop,2800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3450 @ 3.40GHz,2014-07-01,FCLGA1150,Desktop,3400.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3450T @ 2.90GHz,2015-10-01,LGA1150,Desktop,2900.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3460 @ 3.50GHz,2014-09-01,LGA1150,Desktop,3500.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G3470 @ 3.60GHz,2015-05-01,LGA1150,Desktop,3600.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G4400 @ 3.30GHz,2015-10-01,FCLGA1151,Desktop,3300.0,0.0,1,2,1,64.0,256.0,0.0
Intel Pentium G4400T @ 2.90GHz,2015-10-01,FCLGA1151,Desktop,2900.0,0.0,1,2,1,64.0,256.0,0.0
Intel Pentium G4400TE @ 2.40GHz,2018-06-01,FCLGA1151,Laptop,2400.0,0.0,1,2,1,64.0,256.0,0.0
Intel Pentium G4500 @ 3.50GHz,2015-10-01,FCLGA1151,Desktop,3500.0,0.0,1,2,1,64.0,256.0,0.0
Intel Pentium G4500T @ 3.00GHz,2016-03-01,FCLGA1151,Desktop,3000.0,0.0,1,2,1,64.0,256.0,0.0
Intel Pentium G4520 @ 3.60GHz,2015-11-01,FCLGA1151,Desktop,3600.0,0.0,1,2,1,64.0,256.0,0.0
Intel Pentium G4560 @ 3.50GHz,2017-01-01,FCLGA1151,Desktop,3500.0,0.0,1,2,2,64.0,256.0,0.0
Intel Pentium G4560T @ 2.90GHz,2017-03-01,FCLGA1151,Desktop,2900.0,0.0,1,2,2,64.0,256.0,0.0
Intel Pentium G4600 @ 3.60GHz,2017-01-01,FCLGA1151,Desktop,3600.0,0.0,1,2,2,64.0,256.0,0.0
Intel Pentium G4600T @ 3.00GHz,2017-04-01,FCLGA1151,Desktop,3000.0,0.0,1,2,2,64.0,256.0,0.0
Intel Pentium G4620 @ 3.70GHz,2017-01-01,FCLGA1151,Desktop,3700.0,0.0,1,2,2,64.0,256.0,0.0
Intel Pentium G620 @ 2.60GHz,2011-05-01,LGA1155,Desktop,2600.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G620T @ 2.20GHz,2011-07-01,LGA1155,Desktop,2200.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G630 @ 2.70GHz,2011-11-01,LGA1155,Desktop,2700.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G630T @ 2.30GHz,2011-10-01,LGA1155,Desktop,2300.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G640 @ 2.80GHz,2012-07-01,LGA1155,Desktop,2800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G640T @ 2.40GHz,2012-01-01,LGA1155,Desktop,2400.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G645 @ 2.90GHz,2012-01-01,LGA1155,Desktop,2900.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G645T @ 2.50GHz,2012-01-01,LGA1155,Desktop,2500.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G6950 @ 2.80GHz,2010-01-01,LGA1156,Desktop,2800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G6951 @ 2.80GHz,2011-01-01,LGA1156,Desktop,2800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G6960 @ 2.93GHz,2011-02-01,LGA1156,Desktop,2930.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G840 @ 2.80GHz,2011-06-01,FCLGA1155,Desktop,2800.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G850 @ 2.90GHz,2011-05-01,FCLGA1155,Desktop,2900.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G860 @ 3.00GHz,2011-11-01,FCLGA1155,Desktop,3000.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium G870 @ 3.10GHz,2012-09-01,FCLGA1155,Desktop,3100.0,0.0,1,2,1,64.0,512.0,0.0
Intel Pentium GOLD 6500Y @ 1.10GHz,2021-10-01,Unknown,Mobile/Embedded,1100.0,3400.0,1,2,2,32.0,1024.0,0.0
Intel Pentium Gold 7505 @ 2.00GHz,2021-01-01,FCBGA1449,Laptop,2000.0,3500.0,1,2,2,32.0,2048.0,4096.0
Intel Pentium Gold 8505,2022-03-01,BGA1700,"Laptop, Mobile/Embedded",1200.0,4400.0,1,1,2,32.0,2048.0,4096.0
Intel Pentium Gold G5400 @ 3.70GHz,2018-04-01,FCLGA1151-2,Desktop,3700.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5400T @ 3.10GHz,2018-10-01,FCLGA1151-2,Server,3100.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5420 @ 3.80GHz,2019-06-01,FCLGA1151-2,Desktop,3800.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5420T @ 3.20GHz,2019-10-01,FCLGA1151-2,Desktop,3200.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5500 @ 3.80GHz,2018-05-01,FCLGA1151-2,Desktop,3800.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5500T @ 3.20GHz,2018-05-01,FCLGA1151-2,Desktop,3200.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5600 @ 3.90GHz,2018-05-01,FCLGA1151-2,Desktop,3900.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5600F @ 3.90GHz,2019-10-01,FCLGA1151-2,Desktop,3900.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5600T @ 3.30GHz,2022-02-01,FCLGA1151,Desktop,3300.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G5620 @ 4.00GHz,2019-12-01,FCLGA1151-2,Desktop,4000.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6400 @ 4.00GHz,2020-07-01,FCLGA1200,Desktop,4000.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6400T @ 3.40GHz,2021-04-01,FCLGA1200,Desktop,3400.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6405 @ 4.10GHz,2021-06-01,FCLGA1200,Desktop,4100.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6405T @ 3.50GHz,2021-06-01,FCLGA1200,Desktop,3500.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6500 @ 4.10GHz,2020-10-01,FCLGA1200,Desktop,4100.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6500T @ 3.50GHz,2021-03-01,FCLGA1200,Desktop,3500.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6505 @ 4.20GHz,2021-08-01,FCLGA1200,Desktop,4200.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6600 @ 4.20GHz,2021-03-01,FCLGA1200,Desktop,4200.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G6605 @ 4.30GHz,2021-07-01,FCLGA1200,Desktop,4300.0,0.0,1,2,2,64.0,256.0,4096.0
Intel Pentium Gold G7400,2022-02-01,"LGA1700,BGA1700",Desktop,3700.0,0.0,1,2,2,64.0,512.0,6144.0
Intel Pentium Gold G7400T,2022-06-01,Unknown,Desktop,3100.0,0.0,1,2,2,64.0,512.0,6144.0
Intel Pentium III 1400 @ 1400MHz,2009-08-01,Socket 370,Desktop,1400.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium III 1400S @ 1400MHz,2009-07-01,Socket 370,Desktop,1400.0,0.0,1,1,1,64.0,256.0,0.0
Intel Pentium III Mobile 1066MHz,2009-03-01,Unknown,Laptop,1066.0,0.0,1,1,1,32.0,128.0,0.0
Intel Pentium III Mobile 1133MHz,2009-03-01,Unknown,Laptop,1133.0,0.0,1,1,1,32.0,128.0,0.0
Intel Pentium III Mobile 1200MHz,2009-02-01,Unknown,Laptop,1200.0,0.0,1,1,1,32.0,128.0,0.0
Intel Pentium III Mobile 800MHz,2009-04-01,Unknown,Laptop,800.0,0.0,1,1,1,32.0,128.0,0.0
Intel Pentium III Mobile 866MHz,2009-04-01,Unknown,Laptop,866.0,0.0,1,1,1,32.0,128.0,0.0
Intel Pentium J2850 @ 2.41GHz,2014-05-01,FCBGA1170,Desktop,2410.0,0.0,1,4,1,64.0,2048.0,0.0
Intel Pentium J2900 @ 2.41GHz,2014-02-01,FCBGA1170,Desktop,2410.0,2670.0,1,4,1,64.0,2048.0,0.0
Intel Pentium J3710 @ 1.60GHz,2016-05-01,Unknown,Desktop,1600.0,2640.0,1,4,1,64.0,2048.0,0.0
