name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,l1_cache,l2_cache,l3_cache
Intel Core2 Duo E6540 @ 2.33GHz,0.0,65.0,2009-05-01,LGA775,Desktop,2330.0,0.0,1,2,1,3167,9,64.0,1024.0,0.0
Intel Core2 Duo E6700 @ 2.66GHz,29.99,65.0,2010-01-01,LGA775,Desktop,2660.0,0.0,1,2,1,3000,543,64.0,1024.0,0.0
Intel Core2 Duo E7500 @ 2.93GHz,99.63,65.0,2009-03-01,LGA775,Desktop,2930.0,0.0,1,2,1,2875,2921,64.0,1024.0,0.0
Intel Core2 Duo E7600 @ 3.06GHz,119.95,65.0,2009-06-01,LGA775,Desktop,3060.0,0.0,1,2,1,2858,424,64.0,1024.0,0.0
Intel Core2 Duo E8135 @ 2.40GHz,0.0,0.0,2009-04-01,Unknown,Unknown,2400.0,0.0,1,2,1,3006,15,64.0,1024.0,0.0
Intel Core2 Duo E8135 @ 2.66GHz,0.0,0.0,2009-03-01,Socket P,Laptop,2660.0,0.0,1,2,1,2876,22,64.0,1024.0,0.0
Intel Core2 Duo E8235 @ 2.80GHz,0.0,0.0,2009-03-01,Socket P,Laptop,2800.0,0.0,1,2,1,2987,20,64.0,1024.0,0.0
Intel Core2 Duo E8290 @ 2.83GHz,0.0,65.0,2012-11-01,LGA775,Unknown,2833.0,0.0,1,2,1,2638,1,64.0,1024.0,0.0
Intel Core2 Duo E8335 @ 2.66GHz,0.0,0.0,2009-03-01,Socket P,Laptop,2660.0,0.0,1,2,1,2816,14,64.0,1024.0,0.0
Intel Core2 Duo E8335 @ 2.93GHz,0.0,0.0,2009-06-01,Socket P,Laptop,2930.0,0.0,1,2,1,2944,14,64.0,1024.0,0.0
Intel Core2 Duo E8435 @ 3.06GHz,59.99,0.0,2009-03-01,Socket P,Laptop,3060.0,0.0,1,2,1,2832,30,64.0,1024.0,0.0
Intel Core2 Duo L7300 @ 1.40GHz,0.0,17.0,2009-06-01,BGA479,Laptop,1400.0,0.0,1,2,1,3489,10,64.0,1024.0,0.0
Intel Core2 Duo L7400 @ 1.50GHz,0.0,17.0,2011-05-01,BGA479,Laptop,1500.0,0.0,1,2,1,3488,4,64.0,1024.0,0.0
Intel Core2 Duo L7500 @ 1.60GHz,0.0,17.0,2009-02-01,BGA479,Laptop,1600.0,0.0,1,2,1,3404,89,64.0,1024.0,0.0
Intel Core2 Duo L7700 @ 1.80GHz,0.0,17.0,2009-04-01,Unknown,Laptop,1800.0,0.0,1,2,1,3382,11,64.0,1024.0,0.0
Intel Core2 Duo L7800 @ 2.00GHz,0.0,0.0,2012-12-01,Unknown,Unknown,2000.0,0.0,1,2,1,3307,1,64.0,1024.0,0.0
Intel Core2 Duo L9300 @ 1.60GHz,0.0,17.0,2009-04-01,BGA956,Laptop,1600.0,0.0,1,2,1,3324,32,64.0,1024.0,0.0
Intel Core2 Duo L9600 @ 2.13GHz,0.0,17.0,2009-10-01,BGA956,Laptop,2130.0,0.0,1,2,1,3074,37,64.0,1024.0,0.0
Intel Core2 Duo P7450 @ 2.13GHz,39.99,25.0,2009-02-01,PGA478,Laptop,2130.0,0.0,1,2,1,3195,450,64.0,1024.0,0.0
Intel Core2 Duo P7550 @ 2.26GHz,229.99,25.0,2009-06-01,PGA478,Laptop,2260.0,0.0,1,2,1,3092,119,64.0,1024.0,0.0
Intel Core2 Duo P7570 @ 2.26GHz,0.0,25.0,2009-10-01,PGA478,Laptop,2260.0,0.0,1,2,1,3171,37,64.0,1024.0,0.0
Intel Core2 Duo P8700 @ 2.53GHz,84.95,25.0,2009-03-01,BGA479,Laptop,2530.0,0.0,1,2,1,3011,1319,64.0,1024.0,0.0
Intel Core2 Duo P8800 @ 2.66GHz,56.99,25.0,2009-07-01,BGA479,Laptop,2660.0,0.0,1,2,1,3020,214,64.0,1024.0,0.0
Intel Core2 Duo P9300 @ 2.26GHz,0.0,0.0,2009-03-01,Unknown,Laptop,2260.0,0.0,1,2,1,3068,48,64.0,1024.0,0.0
Intel Core2 Duo P9600 @ 2.53GHz,99.0,25.0,2009-08-01,PGA478,Laptop,2530.0,0.0,1,2,1,2943,36,64.0,1024.0,0.0
Intel Core2 Duo P9600 @ 2.66GHz,0.0,25.0,2009-03-01,PGA478,Laptop,2660.0,0.0,1,2,1,2905,112,64.0,1024.0,0.0
Intel Core2 Duo P9700 @ 2.80GHz,0.0,28.0,2009-06-01,PGA478,Laptop,2800.0,0.0,1,2,1,2857,115,64.0,1024.0,0.0
Intel Core2 Duo SL9400 @ 1.86GHz,253.0,17.0,2009-02-01,BGA956,Laptop,1860.0,0.0,1,2,1,3205,175,64.0,1024.0,0.0
Intel Core2 Duo SP9400 @ 2.40GHz,284.0,25.0,2009-03-01,BGA956,Laptop,2400.0,0.0,1,2,1,3032,148,64.0,1024.0,0.0
Intel Core2 Duo SU9400 @ 1.40GHz,0.0,10.0,2009-02-01,BGA956,Laptop,1400.0,0.0,1,2,1,3492,148,64.0,1024.0,0.0
Intel Core2 Duo T5200 @ 1.60GHz,0.0,34.0,2009-02-01,Socket M,Laptop,1600.0,0.0,1,2,1,3557,109,64.0,512.0,0.0
Intel Core2 Duo T5300 @ 1.73GHz,0.0,34.0,2009-03-01,PGA478,Laptop,1730.0,0.0,1,2,1,3429,91,64.0,512.0,0.0
Intel Core2 Duo T5450 @ 1.66GHz,0.0,35.0,2009-01-01,PGA478,Laptop,1660.0,0.0,1,2,1,3464,297,64.0,1024.0,0.0
Intel Core2 Duo T5470 @ 1.60GHz,0.0,35.0,2009-02-01,PGA478,Laptop,1600.0,0.0,1,2,1,3471,42,64.0,1024.0,0.0
Intel Core2 Duo T5500 @ 1.66GHz,0.0,34.0,2009-02-01,PGA478,Laptop,1660.0,0.0,1,2,1,3490,423,64.0,1024.0,0.0
Intel Core2 Duo T5670 @ 1.80GHz,0.0,35.0,2009-03-01,Socket P,Laptop,1800.0,0.0,1,2,1,3408,122,64.0,1024.0,0.0
Intel Core2 Duo T5850 @ 2.16GHz,27.79,0.0,2009-03-01,Socket P,Laptop,2160.0,0.0,1,2,1,3301,105,64.0,1024.0,0.0
Intel Core2 Duo T5900 @ 2.20GHz,0.0,0.0,2009-03-01,Socket P,Laptop,2200.0,0.0,1,2,1,3337,71,64.0,1024.0,0.0
Intel Core2 Duo T6400 @ 2.00GHz,14.99,35.0,2009-02-01,PGA478,Laptop,2000.0,0.0,1,2,1,3274,813,64.0,1024.0,0.0
Intel Core2 Duo T6500 @ 2.10GHz,14.99,35.0,2009-06-01,PGA478,Laptop,2100.0,0.0,1,2,1,3250,522,64.0,1024.0,0.0
Intel Core2 Duo T6570 @ 2.10GHz,38.5,35.0,2009-03-01,PGA478,Laptop,2100.0,0.0,1,2,1,3239,351,64.0,1024.0,0.0
Intel Core2 Duo T6600 @ 2.20GHz,39.97,35.0,2009-02-01,PGA478,Laptop,2200.0,0.0,1,2,1,3214,1148,64.0,1024.0,0.0
Intel Core2 Duo T6670 @ 2.20GHz,0.0,35.0,2009-07-01,PGA478,Laptop,2200.0,0.0,1,2,1,3193,288,64.0,1024.0,0.0
Intel Core2 Duo T7100 @ 1.80GHz,14.99,35.0,2009-02-01,BGA479,Laptop,1800.0,0.0,1,2,1,3356,307,64.0,1024.0,0.0
Intel Core2 Duo T7250 @ 2.00GHz,201.48,35.0,2009-02-01,BGA479,Laptop,2000.0,0.0,1,2,1,3292,724,64.0,1024.0,0.0
Intel Core2 Duo T7400 @ 2.16GHz,149.95,34.0,2010-07-01,BGA479,Laptop,2160.0,0.0,1,2,1,3284,154,64.0,1024.0,0.0
Intel Core2 Duo T7800 @ 2.60GHz,607.99,35.0,2009-03-01,BGA479,Laptop,2600.0,0.0,1,2,1,3005,55,64.0,1024.0,0.0
Intel Core2 Duo T9400 @ 2.53GHz,34.95,35.0,2009-01-01,BGA479,Laptop,2530.0,0.0,1,2,1,3039,724,64.0,1024.0,0.0
Intel Core2 Duo T9500 @ 2.60GHz,108.02,35.0,2009-01-01,BGA479,Laptop,2600.0,0.0,1,2,1,2946,256,64.0,1024.0,0.0
Intel Core2 Duo T9550 @ 2.66GHz,298.95,35.0,2009-02-01,BGA479,Laptop,2660.0,0.0,1,2,1,3059,321,64.0,1024.0,0.0
Intel Core2 Duo T9600 @ 2.80GHz,54.95,35.0,2009-02-01,BGA479,Laptop,2800.0,0.0,1,2,1,2925,888,64.0,1024.0,0.0
Intel Core2 Duo T9800 @ 2.93GHz,423.89,35.0,2009-02-01,BGA479,Laptop,2930.0,0.0,1,2,1,2802,118,64.0,1024.0,0.0
Intel Core2 Duo T9900 @ 3.06GHz,398.95,35.0,2009-07-01,"BGA479,PGA478",Laptop,3060.0,0.0,1,2,1,2797,257,64.0,1024.0,0.0
Intel Core2 Duo U7300 @ 1.30GHz,0.0,10.0,2009-10-01,BGA956,Laptop,1300.0,0.0,1,2,1,3498,210,64.0,1024.0,0.0
Intel Core2 Duo U7500 @ 1.06GHz,0.0,10.0,2009-03-01,BGA479,Laptop,1060.0,0.0,1,2,1,3590,15,64.0,1024.0,0.0
Intel Core2 Duo U7600 @ 1.20GHz,0.0,10.0,2009-02-01,BGA479,Laptop,1200.0,0.0,1,2,1,3702,67,64.0,1024.0,0.0
Intel Core2 Duo U9300 @ 1.20GHz,0.0,10.0,2009-05-01,BGA956,Laptop,1200.0,0.0,1,2,1,3555,65,64.0,1024.0,0.0
Intel Core2 Duo U9600 @ 1.60GHz,0.0,10.0,2009-08-01,BGA956,Laptop,1600.0,0.0,1,2,1,3410,119,64.0,1024.0,0.0
Intel Core2 Extreme Q9200 @ 2.40GHz,0.0,0.0,2019-11-01,Unknown,Desktop,2400.0,0.0,1,4,1,2250,1,64.0,1024.0,12288.0
Intel Core2 Extreme X7800 @ 2.60GHz,0.0,44.0,2009-05-01,PGA478,Laptop,2600.0,0.0,1,2,1,2853,5,64.0,1024.0,0.0
Intel Core2 Extreme X7900 @ 2.80GHz,159.95,44.0,2009-03-01,PGA478,Laptop,2800.0,0.0,1,2,1,2892,40,64.0,1024.0,0.0
Intel Core2 Extreme X9000 @ 2.80GHz,409.95,44.0,2009-02-01,PGA478,Laptop,2800.0,0.0,1,2,1,2833,69,64.0,1024.0,0.0
Intel Core2 Extreme X9750 @ 3.16GHz,0.0,0.0,2009-03-01,Unknown,Unknown,3160.0,0.0,1,4,1,2059,9,64.0,1024.0,0.0
Intel Core2 Extreme X9775 @ 3.20GHz,1805.95,150.0,2009-02-01,LGA771,Desktop,3200.0,0.0,1,4,1,1876,4,64.0,1024.0,0.0
Intel Core2 Quad Q8300 @ 2.50GHz,33.72,95.0,2009-02-01,LGA775,Desktop,2500.0,0.0,1,4,1,2356,2036,64.0,1024.0,0.0
Intel Core2 Quad Q8400 @ 2.66GHz,128.88,95.0,2009-05-01,LGA775,Desktop,2660.0,0.0,1,4,1,2236,1547,64.0,1024.0,0.0
Intel Core2 Quad Q9000 @ 2.00GHz,389.0,45.0,2009-02-01,PGA478,Laptop,2000.0,0.0,1,4,1,2550,188,64.0,1024.0,0.0
Intel Core2 Quad Q9100 @ 2.26GHz,385.89,45.0,2009-04-01,PGA478,Laptop,2260.0,0.0,1,4,1,2404,51,64.0,1024.0,0.0
Intel Core2 Quad Q9500 @ 2.83GHz,49.01,95.0,2010-05-01,LGA775,Desktop,2830.0,0.0,1,4,1,2145,286,64.0,1024.0,0.0
Intel Core2 Quad Q9505 @ 2.83GHz,334.99,95.0,2009-11-01,LGA775,Desktop,2830.0,0.0,1,4,1,2231,183,64.0,1024.0,0.0
Intel Core2 Solo U2100 @ 1.06GHz,0.0,5.5,2009-05-01,Unknown,Laptop,1060.0,0.0,1,1,1,3830,3,64.0,1024.0,0.0
Intel Core2 Solo U3500 @ 1.40GHz,0.0,5.5,2009-07-01,BGA956,Laptop,1400.0,0.0,1,1,1,3799,90,64.0,1024.0,0.0
Intel Pentium 1403 @ 2.60GHz,0.0,80.0,2013-05-01,LGA1356,Server,2600.0,0.0,1,2,1,2350,2,32.0,512.0,0.0
Intel Pentium 1403 v2 @ 2.60GHz,0.0,80.0,2018-09-01,Unknown,Server,2600.0,0.0,1,2,1,2106,1,32.0,512.0,0.0
Intel Pentium 2020M @ 2.40GHz,134.0,35.0,2013-02-01,FCPGA988,Laptop,2400.0,0.0,1,2,1,2653,805,64.0,512.0,0.0
Intel Pentium 2030M @ 2.50GHz,134.0,35.0,2013-10-01,FCPGA988,Laptop,2500.0,0.0,1,2,1,2644,77,64.0,512.0,0.0
Intel Pentium 2117U @ 1.80GHz,134.0,17.0,2013-03-01,FCBGA1023,Laptop,1800.0,0.0,1,2,1,2970,408,64.0,512.0,0.0
Intel Pentium 2127U @ 1.90GHz,134.0,17.0,2013-08-01,FCBGA1023,Laptop,1900.0,0.0,1,2,1,2962,153,64.0,512.0,0.0
Intel Pentium 2129Y @ 1.10GHz,134.0,10.0,2014-01-01,FCBGA1023,Laptop,1100.0,0.0,1,2,1,3407,17,64.0,512.0,0.0
Intel Pentium 3550M @ 2.30GHz,215.92,37.0,2014-02-01,FCPGA946,Laptop,2300.0,0.0,1,2,1,2670,72,64.0,512.0,0.0
Intel Pentium 3556U @ 1.70GHz,0.0,15.0,2013-12-01,BGA1168,Laptop,1700.0,0.0,1,2,1,2948,153,64.0,512.0,0.0
Intel Pentium 3558U @ 1.70GHz,0.0,15.0,2014-07-01,FCBGA1168,Laptop,1700.0,0.0,1,2,1,2952,174,64.0,512.0,0.0
Intel Pentium 3560M @ 2.40GHz,0.0,37.0,2015-01-01,FCPGA946,Laptop,2400.0,0.0,1,2,1,2533,10,64.0,512.0,0.0
Intel Pentium 3560Y @ 1.20GHz,0.0,11.5,2013-11-01,BGA1168,Laptop,1200.0,0.0,1,2,1,3118,10,64.0,512.0,0.0
Intel Pentium 3805U @ 1.90GHz,0.0,15.0,2015-02-01,FCBGA1168,Laptop,1900.0,0.0,1,2,1,2808,98,64.0,512.0,0.0
Intel Pentium 3825U @ 1.90GHz,0.0,15.0,2015-08-01,FCBGA1168,Laptop,1900.0,0.0,1,2,2,2663,208,64.0,512.0,0.0
Intel Pentium 4 1.50GHz,0.0,57.8,2009-03-01,PGA423,Desktop,1500.0,0.0,1,1,1,4004,8,64.0,256.0,0.0
Intel Pentium 4 1.60GHz,0.0,38.0,2009-02-01,PGA478,Desktop,1600.0,0.0,1,1,1,4005,12,64.0,256.0,0.0
Intel Pentium 4 1.70GHz,0.0,64.0,2009-03-01,PGA423,Desktop,1700.0,0.0,1,1,1,4003,20,64.0,256.0,0.0
Intel Pentium 4 1.90GHz,0.0,69.2,2009-02-01,PGA423,Desktop,1900.0,0.0,1,1,1,3994,6,64.0,256.0,0.0
Intel Pentium 4 1300MHz,0.0,51.6,2009-03-01,PGA423,Desktop,1300.0,0.0,1,1,1,4009,4,64.0,256.0,0.0
Intel Pentium 4 1400MHz,0.0,54.7,2009-03-01,PGA423,Desktop,1400.0,0.0,1,1,1,4006,2,64.0,256.0,0.0
Intel Pentium 4 1500MHz,0.0,57.8,2009-03-01,PGA423,Desktop,1500.0,0.0,1,1,1,4007,7,64.0,256.0,0.0
Intel Pentium 4 1700MHz,99.99,64.0,2009-03-01,PGA423,Desktop,1700.0,0.0,1,1,1,3997,5,64.0,256.0,0.0
Intel Pentium 4 1800MHz,0.0,68.1,2009-02-01,PGA478,Desktop,1800.0,0.0,1,1,1,3990,3,64.0,256.0,0.0
Intel Pentium 4 2.00GHz,0.0,54.3,2009-01-01,PGA478,Desktop,2000.0,0.0,1,1,1,3966,65,64.0,256.0,0.0
Intel Pentium 4 2.20GHz,0.0,57.1,2009-01-01,PGA478,Desktop,2200.0,0.0,1,1,1,3936,17,64.0,256.0,0.0
Intel Pentium 4 2.26GHz,0.0,58.0,2009-02-01,PGA478,Desktop,2260.0,0.0,1,1,1,3946,42,64.0,256.0,0.0
Intel Pentium 4 2.50GHz,0.0,61.0,2009-03-01,PGA478,Desktop,2500.0,0.0,1,1,1,3931,6,64.0,256.0,0.0
Intel Pentium 4 2.53GHz,0.0,61.5,2009-02-01,PGA478,Desktop,2530.0,0.0,1,1,1,3929,59,64.0,256.0,0.0
Intel Pentium 4 2.66GHz,0.0,66.1,2009-01-01,PGA478,Desktop,2660.0,0.0,1,1,1,3935,197,64.0,256.0,0.0
Intel Pentium 4 2.93GHz,0.0,0.0,2009-02-01,Unknown,Desktop,2930.0,0.0,1,1,1,3947,28,64.0,256.0,0.0
Intel Pentium 4 3.06GHz,0.0,81.8,2009-02-01,PGA478,Desktop,3060.0,0.0,1,1,2,3803,273,64.0,512.0,0.0
Intel Pentium 4 3.46GHz,0.0,110.7,2009-03-01,Unknown,Desktop,3460.0,0.0,1,1,2,3731,3,64.0,512.0,0.0
Intel Pentium 4 3.73GHz,0.0,115.0,2009-03-01,Unknown,Desktop,3730.0,0.0,1,1,2,3622,4,64.0,512.0,0.0
Intel Pentium 4 3.83GHz,0.0,0.0,2018-05-01,Unknown,Desktop,3830.0,0.0,1,1,2,3940,1,64.0,512.0,0.0
Intel Pentium 4 Mobile 1.60GHz,0.0,0.0,2009-02-01,Unknown,Laptop,1600.0,0.0,1,1,1,3986,2,64.0,256.0,0.0
Intel Pentium 4 Mobile 1.80GHz,0.0,0.0,2009-05-01,Unknown,Laptop,1800.0,0.0,1,1,1,3989,2,64.0,256.0,0.0
Intel Pentium 4 Mobile 1.90GHz,0.0,0.0,2009-07-01,Unknown,Laptop,1900.0,0.0,1,1,1,3964,2,64.0,256.0,0.0
Intel Pentium 4 Mobile 2.00GHz,0.0,0.0,2009-06-01,Unknown,Laptop,2000.0,0.0,1,1,1,3968,3,64.0,256.0,0.0
Intel Pentium 4405U @ 2.10GHz,0.0,15.0,2015-12-01,FCBGA1356,Laptop,2100.0,0.0,1,2,2,2196,206,64.0,512.0,0.0
Intel Pentium 4405Y @ 1.50GHz,0.0,6.0,2016-05-01,FCBGA1515,Laptop,1500.0,0.0,1,2,2,2564,14,64.0,512.0,0.0
Intel Pentium 4410Y @ 1.50GHz,161.0,6.0,2017-11-01,FCBGA1515,Laptop,1500.0,0.0,1,2,2,2609,8,64.0,512.0,0.0
Intel Pentium 4415U @ 2.30GHz,0.0,15.0,2017-03-01,BGA1356,Laptop,2300.0,0.0,1,2,2,2159,265,64.0,512.0,0.0
Intel Pentium 4415Y @ 1.60GHz,161.0,6.0,2018-08-01,FCBGA1515,Laptop,1600.0,0.0,1,2,2,2511,175,64.0,512.0,0.0
Intel Pentium 4417U @ 2.30GHz,161.0,15.0,2019-03-01,FCBGA1356,Laptop,2300.0,0.0,1,2,2,2110,83,64.0,512.0,0.0
Intel Pentium 4425Y @ 1.70GHz,161.0,6.0,2020-07-01,FCBGA1515,Laptop,1700.0,0.0,1,2,2,2424,30,64.0,512.0,0.0
Intel Pentium 5405U @ 2.30GHz,161.0,15.0,2019-04-01,FCBGA1528,Laptop,2300.0,0.0,1,2,2,2118,88,64.0,512.0,0.0
Intel Pentium 6405U @ 2.40GHz,161.0,15.0,2020-05-01,FCBGA1528,Laptop,2400.0,0.0,1,2,2,2041,36,64.0,512.0,0.0
Intel Pentium 6805 @ 1.10GHz,161.0,15.0,2021-07-01,FCBGA1526,Laptop,1100.0,3000.0,1,2,2,1419,5,64.0,512.0,0.0
Intel Pentium 957 @ 1.20GHz,134.0,17.0,2011-08-01,FCBGA1023,Laptop,1200.0,0.0,1,2,1,3370,3,64.0,512.0,0.0
Intel Pentium 967 @ 1.30GHz,0.0,17.0,2012-03-01,FCBGA1023,Laptop,1300.0,0.0,1,2,1,3361,37,64.0,512.0,0.0
Intel Pentium 987 @ 1.50GHz,0.0,17.0,2012-07-01,FCBGA1023,Laptop,1500.0,0.0,1,2,1,3339,172,64.0,512.0,0.0
Intel Pentium 997 @ 1.60GHz,0.0,17.0,2012-11-01,BGA-1023,Unknown,1600.0,0.0,1,2,1,3189,35,64.0,512.0,0.0
Intel Pentium A1018 @ 2.10GHz,0.0,35.0,2014-08-01,FCPGA988,Laptop,2100.0,0.0,1,2,1,2870,3,64.0,512.0,0.0
Intel Pentium A1020 @ 2.41GHz,0.0,10.0,2020-02-01,FCBGA1170,Laptop,2410.0,2700.0,1,4,1,2717,2,64.0,512.0,0.0
Intel Pentium B940 @ 2.00GHz,68.32,35.0,2011-06-01,PGA988,Laptop,2000.0,0.0,1,2,1,3119,416,64.0,512.0,0.0
Intel Pentium B950 @ 2.10GHz,0.0,35.0,2011-06-01,PGA988,Laptop,2100.0,0.0,1,2,1,2991,666,64.0,512.0,0.0
Intel Pentium B960 @ 2.20GHz,38.68,35.0,2012-01-01,PGA988,Laptop,2200.0,0.0,1,2,1,3056,1358,64.0,512.0,0.0
Intel Pentium B970 @ 2.30GHz,50.99,35.0,2012-07-01,PGA988,Laptop,2300.0,0.0,1,2,1,2890,365,64.0,512.0,0.0
Intel Pentium B980 @ 2.40GHz,35.81,35.0,2012-12-01,FCPGA988,Laptop,2400.0,0.0,1,2,1,2938,387,64.0,512.0,0.0
Intel Pentium D 3.40GHz,0.0,0.0,2022-08-01,Unknown,Unknown,3400.0,0.0,1,2,1,3245,2,64.0,1024.0,0.0
Intel Pentium D 960 @ 3.60GHz,0.0,130.0,2009-04-01,PLGA775,Desktop,3600.0,0.0,1,2,1,3237,42,64.0,1024.0,0.0
Intel Pentium D1508 @ 2.20GHz,129.0,25.0,2017-12-01,FCBGA1667,Server,2200.0,2600.0,1,2,2,1709,2,64.0,1024.0,0.0
Intel Pentium Dual T2390 @ 1.86GHz,0.0,35.0,2022-08-01,PPGA478,Laptop,1867.0,0.0,1,2,1,3235,1,64.0,1024.0,0.0
Intel Pentium E2200 @ 2.20GHz,54.0,65.0,2009-01-01,LGA775,Desktop,2200.0,0.0,1,2,1,3257,757,64.0,1024.0,0.0
Intel Pentium E2210 @ 2.20GHz,0.0,65.0,2009-09-01,LGA775,Desktop,2200.0,0.0,1,2,1,3283,16,64.0,1024.0,0.0
Intel Pentium E2220 @ 2.40GHz,39.99,65.0,2009-01-01,LGA775,Desktop,2400.0,0.0,1,2,1,3177,342,64.0,1024.0,0.0
Intel Pentium E5200 @ 2.50GHz,49.94,65.0,2009-05-01,LGA775,Desktop,2500.0,0.0,1,2,1,3100,1561,64.0,1024.0,0.0
Intel Pentium E5300 @ 2.60GHz,59.49,65.0,2009-04-01,LGA775,Desktop,2600.0,0.0,1,2,1,3078,1472,64.0,1024.0,0.0
Intel Pentium E5400 @ 2.70GHz,72.1,65.0,2009-04-01,LGA775,Desktop,2700.0,0.0,1,2,1,3041,1067,64.0,1024.0,0.0
Intel Pentium E5500 @ 2.80GHz,15.99,65.0,2010-06-01,LGA775,Desktop,2800.0,0.0,1,2,1,2974,576,64.0,1024.0,0.0
Intel Pentium E5700 @ 3.00GHz,34.99,65.0,2010-09-01,LGA775,Desktop,3000.0,0.0,1,2,1,2935,1314,64.0,1024.0,0.0
Intel Pentium E5800 @ 3.20GHz,92.19,65.0,2012-01-01,LGA775,Desktop,3200.0,0.0,1,2,1,2847,713,64.0,1024.0,0.0
Intel Pentium E6300 @ 2.80GHz,41.85,65.0,2009-06-01,LGA775,Desktop,2800.0,0.0,1,2,1,2956,344,64.0,1024.0,0.0
Intel Pentium E6500 @ 2.93GHz,95.71,65.0,2009-11-01,LGA775,Desktop,2930.0,0.0,1,2,1,2862,504,64.0,1024.0,0.0
Intel Pentium E6600 @ 3.06GHz,37.5,65.0,2010-11-01,LGA775,Desktop,3060.0,0.0,1,2,1,2884,448,64.0,1024.0,0.0
Intel Pentium E6700 @ 3.20GHz,140.19,65.0,2010-07-01,LGA775,Desktop,3200.0,0.0,1,2,1,2780,455,64.0,1024.0,0.0
Intel Pentium E6800 @ 3.33GHz,24.95,65.0,2010-10-01,LGA775,Desktop,3330.0,0.0,1,2,1,2823,84,64.0,1024.0,0.0
Intel Pentium Extreme Edition 955 @ 3.46GHz,31.23,130.0,2009-04-01,PLGA775,Desktop,3460.0,0.0,1,2,2,3536,15,64.0,1024.0,0.0
Intel Pentium Extreme Edition 965 @ 3.73GHz,0.0,130.0,2009-03-01,PLGA775,Desktop,3730.0,0.0,1,2,2,2996,16,64.0,1024.0,0.0
Intel Pentium G2010 @ 2.80GHz,22.97,55.0,2013-02-01,FCLGA1155,Desktop,2800.0,0.0,1,2,1,2516,193,64.0,512.0,0.0
Intel Pentium G2020 @ 2.90GHz,50.0,55.0,2013-01-01,FCLGA1155,Desktop,2900.0,0.0,1,2,1,2460,948,64.0,512.0,0.0
Intel Pentium G2020T @ 2.50GHz,47.6,35.0,2013-01-01,FCLGA1155,Desktop,2500.0,0.0,1,2,1,2680,50,64.0,512.0,0.0
Intel Pentium G2030 @ 3.00GHz,23.99,55.0,2013-07-01,FCLGA1155,Desktop,3000.0,0.0,1,2,1,2434,1030,64.0,512.0,0.0
Intel Pentium G2030T @ 2.60GHz,130.5,35.0,2014-01-01,LGA1155,Desktop,2600.0,0.0,1,2,1,2515,31,64.0,512.0,0.0
Intel Pentium G2100T @ 2.60GHz,0.0,35.0,2016-05-01,LGA1155,Desktop,2600.0,0.0,1,2,1,2451,3,64.0,512.0,0.0
Intel Pentium G2120 @ 3.10GHz,59.99,55.0,2012-10-01,FCLGA1155,Desktop,3100.0,0.0,1,2,1,2325,219,64.0,512.0,0.0
Intel Pentium G2120T @ 2.70GHz,0.0,35.0,2020-03-01,FCLGA1155,Desktop,2700.0,0.0,1,2,1,2496,1,64.0,512.0,0.0
Intel Pentium G2130 @ 3.20GHz,43.64,55.0,2013-02-01,FCLGA1155,Desktop,3200.0,0.0,1,2,1,2314,199,64.0,512.0,0.0
Intel Pentium G2140 @ 3.30GHz,45.0,55.0,2014-01-01,LGA1155,Desktop,3300.0,0.0,1,2,1,2202,11,64.0,512.0,0.0
Intel Pentium G3220 @ 3.00GHz,64.16,54.0,2013-09-01,FCLGA1150,Desktop,3000.0,0.0,1,2,1,2331,1482,64.0,512.0,0.0
Intel Pentium G3220T @ 2.60GHz,69.95,35.0,2014-03-01,LGA1150,Desktop,2600.0,0.0,1,2,1,2503,80,64.0,512.0,0.0
Intel Pentium G3240 @ 3.10GHz,50.19,53.0,2014-05-01,FCLGA1150,Desktop,3100.0,0.0,1,2,1,2288,498,64.0,512.0,0.0
Intel Pentium G3240T @ 2.70GHz,0.0,35.0,2014-08-01,LGA1150,Desktop,2700.0,0.0,1,2,1,2409,31,64.0,512.0,0.0
Intel Pentium G3250 @ 3.20GHz,64.19,53.0,2014-09-01,LGA1150,Desktop,3200.0,0.0,1,2,1,2275,501,64.0,512.0,0.0
Intel Pentium G3250T @ 2.80GHz,49.99,35.0,2015-01-01,LGA1150,Desktop,2800.0,0.0,1,2,1,2417,50,64.0,512.0,0.0
Intel Pentium G3258 @ 3.20GHz,54.19,53.0,2014-06-01,FCLGA1150,Desktop,3200.0,0.0,1,2,1,2217,2531,64.0,512.0,0.0
Intel Pentium G3260 @ 3.30GHz,57.59,53.0,2015-05-01,LGA1150,Desktop,3300.0,0.0,1,2,1,2225,400,64.0,512.0,0.0
Intel Pentium G3260T @ 2.90GHz,49.99,35.0,2015-08-01,LGA1150,Desktop,2900.0,0.0,1,2,1,2410,12,64.0,512.0,0.0
Intel Pentium G3320TE @ 2.30GHz,0.0,35.0,2014-01-01,FCLGA1150,Desktop,2300.0,0.0,1,2,1,2521,4,64.0,512.0,0.0
Intel Pentium G3420 @ 3.20GHz,44.0,54.0,2013-09-01,FCLGA1150,Desktop,3200.0,0.0,1,2,1,2272,572,64.0,512.0,0.0
Intel Pentium G3420T @ 2.70GHz,159.99,35.0,2014-09-01,LGA1150,Desktop,2700.0,0.0,1,2,1,2307,5,64.0,512.0,0.0
