name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,l1_cache,l2_cache,l3_cache
AMD Opteron 285,24.95,95.0,2009-04-01,940,Server,2600.0,0.0,1,2,1,3021,2,64.0,1024.0,0.0
AMD Opteron 290,135.0,95.0,2009-06-01,940,Server,2800.0,0.0,1,2,1,3026,3,64.0,1024.0,0.0
AMD Opteron 3250 HE,99.0,45.0,2019-05-01,AM3+,Server,2500.0,3500.0,1,2,2,2226,2,64.0,4096.0,0.0
AMD Opteron 3260 HE,0.0,45.0,2012-11-01,AM3+,Server,2700.0,3000.0,1,2,2,2107,1,64.0,4096.0,0.0
AMD Opteron 3280,72.02,65.0,2012-08-01,AM3+,Server,2400.0,2700.0,1,8,1,1574,12,64.0,4096.0,0.0
AMD Opteron 3320 EE,562.0,25.0,2016-06-01,AM3+,Server,1900.0,2500.0,1,2,2,2303,3,64.0,4096.0,0.0
AMD Opteron 3350 HE,392.0,45.0,2013-06-01,Unknown,Server,2800.0,3800.0,1,4,1,1862,6,64.0,4096.0,0.0
AMD Opteron 3365,0.0,65.0,2014-11-01,AM3+,Server,2300.0,3300.0,1,4,2,1504,25,64.0,4096.0,0.0
AMD Opteron 3380,809.0,65.0,2013-04-01,Unknown,Server,2600.0,2900.0,1,8,1,1483,3,64.0,4096.0,0.0
AMD Opteron 4130,229.95,95.0,2016-05-01,F (1207),Server,2600.0,3200.0,1,4,1,2060,1,64.0,4096.0,0.0
AMD Opteron 4162 EE,19.99,35.0,2015-01-01,F (1207),Server,1700.0,0.0,1,6,1,2227,1,64.0,4096.0,0.0
AMD Opteron 4170 HE,329.95,65.0,2010-12-01,C32,Server,2100.0,0.0,1,6,1,2039,1,64.0,4096.0,0.0
AMD Opteron 4184,498.95,95.0,2011-08-01,C32,Server,2800.0,0.0,1,6,1,1848,1,64.0,4096.0,0.0
AMD Opteron 4226,94.96,95.0,2013-03-01,Socket C32,Server,2700.0,2900.0,1,3,2,1651,1,64.0,4096.0,0.0
AMD Opteron 4274 HE,76.96,65.0,2012-06-01,C32,Server,2500.0,2800.0,1,4,2,1208,1,64.0,4096.0,0.0
AMD Opteron 4280,94.99,95.0,2014-02-01,Socket C32,Server,2800.0,3100.0,1,4,2,1410,1,64.0,4096.0,0.0
AMD Opteron 4284,101.84,95.0,2013-02-01,Socket C32,Server,3000.0,3300.0,1,4,2,1382,1,64.0,4096.0,0.0
AMD Opteron 4332 HE,36.99,65.0,2015-09-01,Socket C32,Server,3000.0,3700.0,1,6,1,1527,4,64.0,4096.0,0.0
AMD Opteron 4334,129.95,95.0,2016-03-01,Socket C32,Server,3100.0,3500.0,1,3,2,1519,2,64.0,4096.0,0.0
AMD Opteron 4365 EE,0.0,40.0,2017-04-01,Socket C32,Server,2000.0,2800.0,1,4,2,1626,6,64.0,4096.0,0.0
AMD Opteron 4386,239.67,95.0,2014-06-01,C32,Server,3100.0,3800.0,1,4,2,1433,2,64.0,4096.0,0.0
AMD Opteron 6128,269.0,115.0,2010-04-01,G34,Server,2000.0,0.0,1,8,1,1861,5,128.0,8192.0,12288.0
AMD Opteron 6128 HE,0.0,85.0,2015-05-01,Socket G34,Server,2000.0,0.0,1,8,1,1828,3,128.0,8192.0,12288.0
AMD Opteron 6136,349.0,115.0,2013-06-01,Socket G34,Server,2400.0,0.0,1,8,1,1659,2,128.0,8192.0,12288.0
AMD Opteron 6164 HE,0.0,85.0,2013-06-01,Socket G34,Server,1700.0,0.0,1,12,1,1629,1,128.0,8192.0,12288.0
AMD Opteron 6172,199.95,115.0,2010-08-01,G34,Server,2100.0,0.0,1,12,1,1872,2,128.0,8192.0,12288.0
AMD Opteron 6174,742.52,115.0,2013-05-01,Socket G34,Server,2200.0,3200.0,1,12,1,1580,3,128.0,8192.0,12288.0
AMD Opteron 6176 SE,249.89,140.0,2010-08-01,G34,Server,2300.0,0.0,1,12,1,1607,2,128.0,8192.0,12288.0
AMD Opteron 6212,214.5,115.0,2013-05-01,Socket G34,Server,2600.0,2900.0,1,4,2,1510,2,128.0,8192.0,16384.0
AMD Opteron 6220,200.1,115.0,2013-07-01,Socket G34,Server,3000.0,3600.0,1,4,2,1367,1,128.0,8192.0,16384.0
AMD Opteron 6234,450.99,115.0,2012-01-01,G34,Server,2400.0,3000.0,1,6,2,1499,4,128.0,8192.0,16384.0
AMD Opteron 6238,39.94,115.0,2014-12-01,Socket G34,Server,2600.0,3200.0,1,6,2,1230,2,128.0,8192.0,16384.0
AMD Opteron 6272,70.0,115.0,2011-12-01,G34,Server,2100.0,3000.0,1,8,2,1301,6,128.0,8192.0,16384.0
AMD Opteron 6274,690.1,115.0,2012-02-01,G34,Server,2200.0,3100.0,1,8,2,1290,3,128.0,8192.0,16384.0
AMD Opteron 6276,32.98,115.0,2013-03-01,Socket G34,Server,2300.0,2600.0,1,8,2,1126,7,128.0,8192.0,16384.0
AMD Opteron 6281,0.0,0.0,2019-03-01,Socket G34,Server,2500.0,0.0,1,8,2,981,1,128.0,8192.0,16384.0
AMD Opteron 6282 SE,700.1,140.0,2013-02-01,Unknown,Server,2600.0,3000.0,1,16,1,1104,2,128.0,8192.0,16384.0
AMD Opteron 6287 SE,0.0,0.0,2015-01-01,G34,Server,2800.0,3500.0,1,16,1,1037,3,128.0,8192.0,16384.0
AMD Opteron 6328,650.1,115.0,2013-07-01,G34,Server,3200.0,3800.0,1,4,2,1279,6,128.0,8192.0,16384.0
AMD Opteron 6344,54.95,115.0,2013-07-01,Unknown,Server,2600.0,3200.0,1,6,2,1160,1,128.0,8192.0,16384.0
AMD Opteron 6348,1000.1,115.0,2013-05-01,Unknown,Server,2800.0,3100.0,1,6,2,899,2,128.0,8192.0,16384.0
AMD Opteron 6366 HE,343.99,85.0,2014-04-01,Unknown,Server,1800.0,2300.0,1,8,2,1351,1,128.0,8192.0,16384.0
AMD Opteron 6376,2114.0,115.0,2013-08-01,Socket G34,Server,2300.0,3200.0,1,8,2,1236,4,128.0,8192.0,16384.0
AMD Opteron 6378,1000.1,115.0,2015-02-01,G34,Server,2400.0,3300.0,1,8,2,1190,2,128.0,8192.0,16384.0
AMD Opteron 6380,995.1,115.0,2015-03-01,G34,Server,2500.0,3400.0,1,8,2,1086,9,128.0,8192.0,16384.0
AMD Opteron 6386 SE,800.1,140.0,2014-07-01,Socket G34,Server,2800.0,3500.0,1,16,1,868,5,128.0,8192.0,16384.0
AMD Opteron 8439 SE,52.0,105.0,2013-02-01,F (1207),Server,2800.0,0.0,1,6,1,1997,1,128.0,8192.0,16384.0
AMD Opteron X2170 APU,0.0,25.0,2018-09-01,FT3,Server,2400.0,0.0,1,4,1,2308,1,64.0,4096.0,0.0
AMD Opteron X3216 APU,0.0,15.0,2017-08-01,Unknown,Server,1600.0,3000.0,1,2,1,2628,20,64.0,4096.0,0.0
AMD Opteron X3418 APU,0.0,25.0,2019-03-01,Unknown,Server,1800.0,3200.0,1,4,1,1778,8,64.0,4096.0,0.0
AMD Opteron X3421 APU,0.0,35.0,2017-06-01,Unknown,Server,2100.0,3400.0,1,4,1,1661,23,64.0,4096.0,0.0
AMD Phenom 8250 Triple-Core,0.0,65.0,2009-09-01,Unknown,Desktop,1900.0,0.0,1,3,1,2874,9,64.0,3072.0,0.0
AMD Phenom 8250e Triple-Core,46.99,65.0,2009-08-01,940,Desktop,1900.0,0.0,1,3,1,2901,15,64.0,3072.0,0.0
AMD Phenom 8400 Triple-Core,0.0,95.0,2009-03-01,AM2+,Desktop,2100.0,0.0,1,3,1,2904,100,64.0,3072.0,0.0
AMD Phenom 8450e Triple-Core,0.0,65.0,2009-10-01,AM2+,Desktop,2100.0,0.0,1,3,1,2770,24,64.0,3072.0,0.0
AMD Phenom 8600 Triple-Core,52.99,95.0,2009-02-01,AM2+,Desktop,2300.0,0.0,1,3,1,2782,41,64.0,3072.0,0.0
AMD Phenom 8600B Triple-Core,14.95,95.0,2009-04-01,AM2+,Desktop,2300.0,0.0,1,3,1,2646,61,64.0,3072.0,0.0
AMD Phenom 8750 Triple-Core,0.0,95.0,2009-02-01,AM2+,Desktop,2400.0,0.0,1,3,1,2681,72,64.0,3072.0,0.0
AMD Phenom 8750B Triple-Core,0.0,95.0,2009-05-01,AM2+,Desktop,2400.0,0.0,1,3,1,2803,10,64.0,3072.0,0.0
AMD Phenom 8850 Triple-Core,0.0,95.0,2010-08-01,AM2+,Desktop,2500.0,0.0,1,3,1,2848,5,64.0,3072.0,0.0
AMD Phenom 8850B Triple-Core,0.0,95.0,2010-09-01,Unknown,Desktop,2500.0,0.0,1,3,1,2724,2,64.0,3072.0,0.0
AMD Phenom 9100e Quad-Core,34.95,65.0,2009-02-01,AM2+,Desktop,1800.0,0.0,1,4,1,2727,56,64.0,4096.0,0.0
AMD Phenom 9150e Quad-Core,247.5,65.0,2009-02-01,AM2+,Desktop,1800.0,0.0,1,4,1,2633,205,64.0,4096.0,0.0
AMD Phenom 9350e Quad-Core,3382.07,65.0,2009-02-01,AM2+,Desktop,2000.0,0.0,1,4,1,2579,34,64.0,4096.0,0.0
AMD Phenom 9450e Quad-Core,105.0,65.0,2010-03-01,AM2+,Desktop,2100.0,0.0,1,4,1,2602,9,64.0,4096.0,0.0
AMD Phenom 9600B Quad-Core,39.95,95.0,2009-03-01,AM2+,Desktop,2300.0,0.0,1,4,1,2405,69,64.0,4096.0,0.0
AMD Phenom 9750B Quad-Core,0.0,95.0,2009-09-01,AM2+,Desktop,2400.0,0.0,1,4,1,2562,10,64.0,4096.0,0.0
AMD Phenom 9850B Quad-Core,0.0,95.0,2010-05-01,Unknown,Unknown,2500.0,0.0,1,4,1,2286,4,64.0,4096.0,0.0
AMD Phenom FX-5000 Quad-Core,0.0,65.0,2009-10-01,AM2+,Unknown,2200.0,0.0,1,4,1,2504,14,64.0,4096.0,0.0
AMD Phenom FX-5200 Quad-Core,0.0,65.0,2010-12-01,AM3,Unknown,2300.0,0.0,1,4,1,2444,3,64.0,4096.0,0.0
AMD Phenom II N620 Dual-Core,3.99,35.0,2010-06-01,S1,Laptop,2800.0,0.0,1,2,1,2967,91,64.0,2048.0,0.0
AMD Phenom II N640 Dual-Core,54.95,35.0,2010-10-01,S1,Laptop,2900.0,0.0,1,2,1,3013,57,64.0,2048.0,0.0
AMD Phenom II N660 Dual-Core,89.0,35.0,2011-01-01,S1,Laptop,3000.0,0.0,1,2,1,2917,126,64.0,2048.0,0.0
AMD Phenom II N830 3+1,0.0,35.0,2014-08-01,S1,Laptop,2100.0,0.0,1,4,1,2403,2,64.0,3072.0,0.0
AMD Phenom II N830 Triple-Core,0.0,35.0,2010-05-01,S1,Laptop,2800.0,0.0,1,3,1,2799,192,64.0,3072.0,0.0
AMD Phenom II N850 Triple-Core,25.0,35.0,2010-09-01,S1,Laptop,2200.0,0.0,1,3,1,2750,87,64.0,3072.0,0.0
AMD Phenom II N870 Triple-Core,0.0,35.0,2011-03-01,S1,Laptop,2300.0,0.0,1,3,1,2748,46,64.0,3072.0,0.0
AMD Phenom II N930 Quad-Core,129.95,35.0,2010-04-01,S1,Laptop,2000.0,0.0,1,4,1,2513,155,64.0,4096.0,0.0
AMD Phenom II N950 Quad-Core,112.6,35.0,2010-10-01,S1,Laptop,2100.0,0.0,1,4,1,2567,98,64.0,4096.0,0.0
AMD Phenom II N970 Quad-Core,149.99,35.0,2011-03-01,S1,Laptop,2200.0,0.0,1,4,1,2471,139,64.0,4096.0,0.0
AMD Phenom II P650 Dual-Core,35.0,35.0,2011-02-01,S1,Laptop,2600.0,0.0,1,2,1,3046,58,64.0,2048.0,0.0
AMD Phenom II P820 Triple-Core,0.0,25.0,2010-07-01,S1,Laptop,1800.0,0.0,1,3,1,2918,39,64.0,3072.0,0.0
AMD Phenom II P840 Triple-Core,0.0,35.0,2010-10-01,S1,Laptop,1900.0,0.0,1,3,1,2872,32,64.0,3072.0,0.0
AMD Phenom II P860 Triple-Core,0.0,35.0,2011-01-01,S1,Laptop,2000.0,0.0,1,3,1,2779,24,64.0,3072.0,0.0
AMD Phenom II P920 Quad-Core,65.0,25.0,2010-07-01,S1,Laptop,1600.0,0.0,1,4,1,2829,48,64.0,4096.0,0.0
AMD Phenom II P940 Quad-Core,0.0,35.0,2010-10-01,S1,Laptop,1700.0,0.0,1,4,1,2698,22,64.0,4096.0,0.0
AMD Phenom II P960 Quad-Core,39.12,35.0,2011-02-01,S1,Laptop,1800.0,0.0,1,4,1,2634,206,64.0,4096.0,0.0
AMD Phenom II X2 511,0.0,65.0,2011-02-01,AM2+/AM3,Unknown,3400.0,0.0,1,2,1,2827,17,64.0,2048.0,0.0
AMD Phenom II X2 521,0.0,65.0,2011-06-01,AM2+/AM3,Unknown,3500.0,0.0,1,2,1,2683,39,64.0,2048.0,0.0
AMD Phenom II X2 545,43.98,80.0,2009-08-01,AM2+/AM3,Desktop,3000.0,0.0,1,2,1,2865,87,64.0,2048.0,0.0
AMD Phenom II X2 550,41.35,80.0,2009-06-01,AM2+/AM3,Desktop,3100.0,0.0,1,2,1,2825,449,64.0,2048.0,0.0
AMD Phenom II X2 555,12.99,80.0,2010-02-01,AM2+/AM3,Desktop,3200.0,0.0,1,2,1,2705,463,64.0,2048.0,0.0
AMD Phenom II X2 560,17.82,80.0,2010-10-01,AM2+/AM3,Unknown,3300.0,0.0,1,2,1,2635,188,64.0,2048.0,0.0
AMD Phenom II X2 565,168.87,80.0,2011-01-01,AM2+/AM3,Desktop,3400.0,0.0,1,2,1,2641,35,64.0,2048.0,0.0
AMD Phenom II X2 570,0.0,80.0,2015-12-01,AM3,Desktop,3500.0,0.0,1,2,1,2668,12,64.0,2048.0,0.0
AMD Phenom II X2 B53,0.0,80.0,2009-11-01,AM3,Desktop,2800.0,0.0,1,2,1,2855,12,64.0,2048.0,0.0
AMD Phenom II X2 B55,37.95,80.0,2009-12-01,AM3,Desktop,3000.0,0.0,1,2,1,2839,62,64.0,2048.0,0.0
AMD Phenom II X2 B57,0.0,80.0,2010-05-01,Unknown,Unknown,3200.0,0.0,1,2,1,2889,12,64.0,2048.0,0.0
AMD Phenom II X2 B59,48.02,80.0,2012-01-01,AM2+/AM3,Unknown,3400.0,0.0,1,2,1,2619,52,64.0,2048.0,0.0
AMD Phenom II X3 700e,0.0,65.0,2010-11-01,AM3,Desktop,2400.0,0.0,1,3,1,2605,12,64.0,3072.0,0.0
AMD Phenom II X3 705e,152.34,65.0,2009-07-01,AM3,Desktop,2500.0,0.0,1,3,1,2773,23,64.0,3072.0,0.0
AMD Phenom II X3 710,169.0,95.0,2009-02-01,AM3,Desktop,2600.0,0.0,1,3,1,2535,155,64.0,3072.0,0.0
AMD Phenom II X3 720,64.45,95.0,2009-02-01,AM3,Desktop,2800.0,0.0,1,3,1,2571,386,64.0,3072.0,0.0
AMD Phenom II X3 740,88.99,95.0,2010-07-01,Unknown,Unknown,3000.0,0.0,1,3,1,2626,14,64.0,3072.0,0.0
AMD Phenom II X3 B73,75.0,95.0,2010-07-01,AM3,Desktop,2800.0,0.0,1,3,1,2549,11,64.0,3072.0,0.0
AMD Phenom II X3 B75,49.95,95.0,2009-08-01,AM3,Desktop,3000.0,0.0,1,3,1,2528,62,64.0,3072.0,0.0
AMD Phenom II X3 B77,22.29,95.0,2012-04-01,AM2+/AM3,Unknown,3200.0,0.0,1,3,1,2357,5,64.0,3072.0,0.0
AMD Phenom II X4 805,173.99,95.0,2009-04-01,AM3,Desktop,2500.0,0.0,1,4,1,2298,45,64.0,4096.0,0.0
AMD Phenom II X4 810,213.0,95.0,2009-02-01,AM3,Desktop,2600.0,0.0,1,4,1,2292,309,64.0,4096.0,0.0
AMD Phenom II X4 820,62.02,95.0,2009-11-01,AM3,Desktop,2800.0,0.0,1,4,1,2219,226,64.0,4096.0,0.0
AMD Phenom II X4 830,19.01,95.0,2010-07-01,AM2+/AM3,Unknown,2800.0,0.0,1,4,1,2207,162,64.0,4096.0,0.0
AMD Phenom II X4 840,42.0,95.0,2011-02-01,AM2+/AM3,Desktop,3200.0,0.0,1,4,1,2054,700,64.0,4096.0,0.0
AMD Phenom II X4 840T,58.02,95.0,2010-11-01,AM2+/AM3,Unknown,2900.0,3200.0,1,4,1,2090,152,64.0,4096.0,0.0
AMD Phenom II X4 850,64.99,95.0,2011-07-01,AM2+/AM3,Unknown,3300.0,0.0,1,4,1,2088,114,64.0,4096.0,0.0
AMD Phenom II X4 900e,0.0,65.0,2010-11-01,AM3,Desktop,2400.0,0.0,1,4,1,2573,11,64.0,4096.0,0.0
AMD Phenom II X4 905e,53.99,65.0,2009-06-01,AM3,Desktop,2500.0,0.0,1,4,1,2318,48,64.0,4096.0,0.0
AMD Phenom II X4 910,100.0,95.0,2009-03-01,AM3,Desktop,2600.0,0.0,1,4,1,2393,103,64.0,4096.0,0.0
AMD Phenom II X4 910e,69.9,65.0,2010-05-01,AM3,Desktop,2600.0,0.0,1,4,1,2216,45,64.0,4096.0,0.0
AMD Phenom II X4 920,27.89,125.0,2009-01-01,AM2+,Desktop,2800.0,0.0,1,4,1,2238,190,64.0,4096.0,0.0
AMD Phenom II X4 925,20.76,95.0,2009-03-01,AM3,Desktop,2800.0,0.0,1,4,1,2151,556,64.0,4096.0,0.0
AMD Phenom II X4 940,870.0,125.0,2009-01-01,AM2+,Desktop,3000.0,0.0,1,4,1,2111,587,64.0,4096.0,0.0
AMD Phenom II X4 945,26.95,125.0,2009-04-01,AM3,Desktop,3000.0,0.0,1,4,1,2085,1570,64.0,4096.0,0.0
AMD Phenom II X4 955,176.18,125.0,2009-03-01,AM3,Desktop,3200.0,0.0,1,4,1,2006,3885,64.0,4096.0,0.0
AMD Phenom II X4 960T,25.11,95.0,2011-06-01,AM3,Desktop,3000.0,3400.0,1,4,1,2113,402,64.0,4096.0,0.0
AMD Phenom II X4 965,74.02,125.0,2009-08-01,AM3,Desktop,3400.0,0.0,1,4,1,1958,4731,64.0,4096.0,0.0
AMD Phenom II X4 970,65.0,125.0,2010-09-01,AM3,Unknown,3500.0,0.0,1,4,1,1928,367,64.0,4096.0,0.0
AMD Phenom II X4 973,0.0,0.0,2010-08-01,Unknown,Unknown,3200.0,0.0,1,4,1,2148,12,64.0,4096.0,0.0
AMD Phenom II X4 975,69.95,125.0,2011-01-01,AM3,Unknown,3600.0,0.0,1,4,1,1954,200,64.0,4096.0,0.0
AMD Phenom II X4 977,0.0,95.0,2012-12-01,Unknown,Unknown,3200.0,0.0,1,4,1,2045,1,64.0,4096.0,0.0
AMD Phenom II X4 980,130.0,125.0,2011-07-01,AM3,Unknown,3700.0,0.0,1,4,1,1858,117,64.0,4096.0,0.0
AMD Phenom II X4 B05e,0.0,0.0,2012-09-01,Unknown,Unknown,2300.0,0.0,1,4,1,2312,3,64.0,4096.0,0.0
AMD Phenom II X4 B15e,0.0,0.0,2010-11-01,AM2+/AM3,Desktop,2500.0,0.0,1,4,1,2363,6,64.0,4096.0,0.0
AMD Phenom II X4 B25,0.0,0.0,2009-11-01,AM2+/AM3,Desktop,2700.0,0.0,1,4,1,2193,23,64.0,4096.0,0.0
AMD Phenom II X4 B35,0.0,0.0,2009-11-01,AM2+/AM3,Desktop,2900.0,0.0,1,4,1,2063,38,64.0,4096.0,0.0
AMD Phenom II X4 B40,0.0,0.0,2010-02-01,Unknown,Desktop,3000.0,0.0,1,4,1,2133,70,64.0,4096.0,0.0
AMD Phenom II X4 B45,0.0,0.0,2009-09-01,Unknown,Unknown,3100.0,0.0,1,4,1,2136,137,64.0,4096.0,0.0
AMD Phenom II X4 B50,0.0,0.0,2009-06-01,AM2+/AM3,Desktop,3200.0,0.0,1,4,1,2096,432,64.0,4096.0,0.0
AMD Phenom II X4 B55,0.0,0.0,2010-02-01,AM2+/AM3,Desktop,3300.0,0.0,1,4,1,1999,539,64.0,4096.0,0.0
AMD Phenom II X4 B60,0.0,0.0,2010-10-01,Unknown,Unknown,3300.0,0.0,1,4,1,1972,106,64.0,4096.0,0.0
AMD Phenom II X4 B65,0.0,0.0,2011-01-01,AM2+/AM3,Desktop,3400.0,0.0,1,4,1,1910,19,64.0,4096.0,0.0
AMD Phenom II X4 B70,0.0,65.0,2016-06-01,AM2+ (938-pin),Desktop,3500.0,0.0,1,4,1,2094,5,64.0,4096.0,0.0
AMD Phenom II X4 B93,0.0,95.0,2010-12-01,AM3,Desktop,2800.0,0.0,1,4,1,2197,49,64.0,4096.0,0.0
AMD Phenom II X4 B95,62.02,95.0,2010-01-01,AM3,Desktop,3000.0,0.0,1,4,1,2062,151,64.0,4096.0,0.0
AMD Phenom II X4 B97,79.95,95.0,2010-09-01,AM2+/AM3,Desktop,3200.0,0.0,1,4,1,1990,106,64.0,4096.0,0.0
AMD Phenom II X4 B99,0.0,95.0,2011-10-01,Unknown,Unknown,3300.0,0.0,1,4,1,1973,13,64.0,4096.0,0.0
AMD Phenom II X6 1035T,108.0,95.0,2010-05-01,AM3,Desktop,2600.0,3100.0,1,6,1,1809,333,64.0,6144.0,0.0
AMD Phenom II X6 1045T,44.05,95.0,2010-09-01,AM3,Desktop,2700.0,3200.0,1,6,1,1774,890,64.0,6144.0,0.0
AMD Phenom II X6 1055T,49.21,125.0,2010-04-01,AM3,Desktop,2800.0,3300.0,1,6,1,1705,2458,64.0,6144.0,0.0
AMD Phenom II X6 1065T,99.98,95.0,2011-03-01,AM3,Desktop,2900.0,3400.0,1,6,1,1668,161,64.0,6144.0,0.0
AMD Phenom II X6 1075T,66.03,125.0,2010-09-01,AM3,Desktop,3000.0,3500.0,1,6,1,1687,402,64.0,6144.0,0.0
AMD Phenom II X6 1090T,90.18,125.0,2010-04-01,AM3,Desktop,3200.0,3600.0,1,6,1,1581,2700,64.0,6144.0,0.0
AMD Phenom II X6 1100T,128.85,125.0,2010-12-01,AM3,Desktop,3300.0,3700.0,1,6,1,1559,1404,64.0,6144.0,0.0
AMD Phenom II X6 1405T,0.0,95.0,2018-01-01,"AM2+,AM3",Desktop,3000.0,0.0,1,6,1,1673,1,64.0,6144.0,0.0
AMD Phenom II X620 Dual-Core,0.0,45.0,2013-02-01,S1,Laptop,3100.0,0.0,1,2,1,2740,3,64.0,2048.0,0.0
AMD Phenom II X640 Dual-Core,0.0,45.0,2012-04-01,S1,Unknown,3200.0,0.0,1,2,1,2824,3,64.0,2048.0,0.0
AMD Phenom II X920 Quad-Core,0.0,45.0,2010-09-01,S1,Laptop,2800.0,0.0,1,4,1,2459,14,64.0,4096.0,0.0
AMD Phenom II X940 Quad-Core,0.0,45.0,2014-08-01,S1,Laptop,2400.0,0.0,1,4,1,2377,1,64.0,4096.0,0.0
AMD Phenom X2 Dual-Core GE-5060,0.0,0.0,2016-07-01,Unknown,Unknown,0.0,0.0,1,2,1,2526,1,64.0,2048.0,0.0
AMD Phenom X2 Dual-Core GE-6060,0.0,0.0,2012-12-01,Unknown,Unknown,0.0,0.0,1,2,1,2432,3,64.0,2048.0,0.0
AMD Phenom X2 Dual-Core GE-7060,0.0,0.0,2013-03-01,Unknown,Unknown,3400.0,0.0,1,2,1,2971,1,64.0,2048.0,0.0
AMD Phenom X2 Dual-Core GP-7730,0.0,0.0,2009-03-01,Unknown,Unknown,2700.0,0.0,1,2,1,3086,2,64.0,2048.0,0.0
AMD Phenom X3 8550,29.95,95.0,2009-05-01,AM2/AM2+,Desktop,2200.0,0.0,1,3,1,3004,74,64.0,3072.0,0.0
AMD Phenom X4 Quad-Core GP-9500,0.0,95.0,2009-03-01,AM2+,Desktop,2200.0,0.0,1,4,1,2710,7,64.0,4096.0,0.0
AMD Phenom X4 Quad-Core GP-9530,0.0,0.0,2016-10-01,AM2+ (940-pin),Desktop,2200.0,0.0,1,4,1,2768,1,64.0,4096.0,0.0
AMD Phenom X4 Quad-Core GP-9600,0.0,95.0,2009-07-01,AM2+,Desktop,2300.0,0.0,1,4,1,2470,3,64.0,4096.0,0.0
AMD Phenom X4 Quad-Core GP-9730,0.0,0.0,2016-10-01,AM2+ (940-pin),Desktop,2400.0,0.0,1,4,1,2388,3,64.0,4096.0,0.0
AMD Phenom X4 Quad-Core GS-6560,0.0,0.0,2015-07-01,Unknown,Unknown,0.0,0.0,1,4,1,2922,1,64.0,4096.0,0.0
AMD PRO A10-8700B,0.0,15.0,2015-11-01,BGA (FP4),Laptop,1800.0,3200.0,1,2,2,2099,124,64.0,2048.0,8192.0
AMD PRO A10-8730B,0.0,15.0,2016-12-01,FP4,Laptop,2400.0,3300.0,1,4,1,2037,70,64.0,2048.0,8192.0
AMD PRO A10-8750B,0.0,65.0,2015-11-01,FM2+,Desktop,3600.0,4000.0,1,2,2,1831,37,64.0,2048.0,8192.0
AMD PRO A10-8770,0.0,65.0,2017-01-01,AM4,Desktop,3500.0,3800.0,1,4,1,1632,26,64.0,2048.0,8192.0
AMD PRO A10-8770E,0.0,35.0,2017-01-01,AM4,Desktop,2800.0,3500.0,1,4,1,1756,63,64.0,2048.0,8192.0
AMD PRO A10-8850B,0.0,95.0,2016-01-01,FM2+,Desktop,3900.0,4100.0,1,2,2,1566,29,64.0,2048.0,8192.0
AMD PRO A10-9700,169.0,65.0,2016-11-01,AM4,Desktop,3500.0,3800.0,1,2,2,1583,26,64.0,2048.0,8192.0
AMD PRO A10-9700B,0.0,15.0,2018-01-01,FP4,Laptop,2500.0,3400.0,1,4,1,1947,24,64.0,2048.0,8192.0
AMD PRO A10-9700E,139.0,35.0,2016-07-01,AM4,Desktop,3000.0,3500.0,1,2,2,1839,39,64.0,2048.0,8192.0
AMD PRO A12-8800B,0.0,15.0,2015-09-01,FP4,Laptop,2100.0,3400.0,1,2,2,1957,77,64.0,2048.0,8192.0
AMD PRO A12-8830B,0.0,15.0,2017-09-01,BGA (FP4),Laptop,2500.0,3400.0,1,4,1,2100,28,64.0,2048.0,8192.0
AMD PRO A12-8870,0.0,65.0,2017-01-01,AM4,Desktop,3700.0,4200.0,1,4,1,1533,13,64.0,2048.0,8192.0
AMD PRO A12-8870E,0.0,35.0,2016-11-01,AM4,Desktop,2900.0,3800.0,1,4,1,1770,47,64.0,2048.0,8192.0
AMD PRO A12-9800,169.0,65.0,2017-01-01,AM4,Desktop,3800.0,4200.0,1,4,1,1563,27,64.0,2048.0,8192.0
AMD PRO A12-9800B,0.0,15.0,2016-07-01,FP4,Laptop,2700.0,3600.0,1,4,1,1891,52,64.0,2048.0,8192.0
AMD PRO A12-9800E,169.0,35.0,2017-01-01,AM4,Desktop,3100.0,3800.0,1,4,1,1740,33,64.0,2048.0,8192.0
AMD PRO A4-3350B APU,0.0,15.0,2016-06-01,FT3b,Laptop,2000.0,2400.0,1,4,1,2396,17,64.0,2048.0,0.0
AMD PRO A4-4350B,0.0,15.0,2019-11-01,FT4,Laptop,2500.0,2900.0,1,2,1,2877,12,64.0,2048.0,0.0
AMD PRO A4-8350B,28.99,65.0,2016-02-01,FM2+,Desktop,3500.0,3900.0,1,1,2,2534,9,64.0,2048.0,0.0
AMD PRO A6-7350B,0.0,15.0,2018-03-01,FMA4,Laptop,3000.0,3600.0,1,2,1,2455,1,64.0,2048.0,0.0
AMD PRO A6-8500B,0.0,15.0,2016-01-01,FP4,Laptop,1600.0,3000.0,1,2,1,2440,2,64.0,2048.0,0.0
AMD PRO A6-8530B,0.0,15.0,2017-01-01,FP4,Laptop,2300.0,3200.0,1,2,1,2581,6,64.0,2048.0,0.0
AMD PRO A6-8550B,0.0,65.0,2016-06-01,FM2+,Desktop,3700.0,4000.0,1,1,2,2322,5,64.0,2048.0,0.0
AMD PRO A6-8570,0.0,65.0,2017-01-01,AM4,Desktop,3500.0,3800.0,1,2,1,2321,16,64.0,2048.0,0.0
AMD PRO A6-8570E,0.0,35.0,2017-01-01,Unknown,Desktop,3000.0,3400.0,1,2,1,2586,5,64.0,2048.0,0.0
